"Timecode","Content","Content_zh"
"00:04:30,433 --> 00:04:32,433","I've been thinking about this, this idea.","我一直在想這個點子。"
"00:04:32,433 --> 00:04:35,933","I've been thinking about this idea and then right here, you can see there's a little star and a line,","我一直在想這個點子，然後就在這裡，你可以看到一個小星號和一條線，"
"00:04:35,933 --> 00:04:37,699","like this is where I had the idea for the game.","這裡就是我想到遊戲點子的地方。"
"00:04:37,699 --> 00:04:40,033","So at least, it took at least three pages.","所以至少、至少花了三頁。"
"00:04:42,633 --> 00:04:47,733","Schafer: Well, I can't tell you that, because I'm not sure if I like it or not.","Schafer：這個我不能告訴你，因為我還不確定自己喜不喜歡。"
"00:04:47,733 --> 00:04:53,666","And it seemed like, sometimes it seems like you're not having any ideas, but you realize as you go over the last week there are like,","有時候你會覺得自己完全沒有點子，但回頭看過去一週，才發現其實，"
"00:04:53,666 --> 00:04:56,600","every day had some little tiny thing that moved it forward.","每天都有一點小東西讓它往前進。"
"00:04:56,600 --> 00:05:00,933","And it's like you've got to move forward a little bit, because you get to that next deep well of ideas, you know.","因為你得一點一點往前走，才會到下一口更深的點子井。"
"00:05:00,933 --> 00:05:05,500","The first day, the most productive day like, oh, it can fit together like this. This is great.","第一天是最有生產力的一天。你會想，喔，原來可以這樣拼起來，太棒了。"
"00:05:05,500 --> 00:05:08,100","And then, then I get a couple more ideas.","然後我又多了幾個點子。"
"00:05:08,100 --> 00:05:10,466","You can see the stars and the stars here.","你可以看到這裡有星號，那裡也有星號。"
"00:05:10,466 --> 00:05:14,300","And there're some days where no stars happen.","也有些日子完全沒有星號。"
"00:05:14,300 --> 00:05:20,100","And I start writing the name ideas down here as you've seen before.","然後我開始在這下面寫命名點子，就像你之前看到的。"
"00:05:20,100 --> 00:05:26,899","Because I do a lot, you do a lot of name brainstorming where you just write, ah, write down all these dumb names, trying to come up the name of the character.","因為我很常做命名腦力激盪，就是把一堆蠢名字寫下來，試著想出角色名字。"
"00:05:26,899 --> 00:05:32,000","I remember there's a page where I came up with the name Grim Fandango and wrote it really big and I was pretty excited about it.","我記得有一頁我想到《Grim Fandango》這個名字，還把它寫得超大，當時超興奮。"
"00:05:32,000 --> 00:05:37,366","Here's a copy of my notebook for Grim Fandango.","這是我《Grim Fandango》筆記本的影本。"
"00:05:37,366 --> 00:05:43,533","Let's see. Here's me talking about Mexican folklore and then here's me trying to figure out the name of the game.","我看看。這裡是在寫墨西哥民俗，然後這裡是在想遊戲名稱。"
"00:05:43,533 --> 00:05:44,933","Dead Leads. Deadly Deeds.","Dead Leads。Deadly Deeds。"
"00:05:44,933 --> 00:05:47,233","Deeds of Death. Death's Deeds.","Deeds of Death。Death’s Deeds。"
"00:05:47,233 --> 00:05:49,766","Here's trying to come up with ideas for the name.","這裡是在想名字的點子。"
"00:05:49,766 --> 00:05:51,899","Reapers Holiday. Reapers Road Trip. Reapers Rendezvous.","Reaper’s Holiday。Reaper’s Road Trip。Reaper’s Rendezvous。"
"00:05:51,899 --> 00:05:54,833","Reapers Last Ride. Reapers Road. Trail of the Reaper.","Reaper’s Last Ride。Reaper’s Road。Trail of the Reaper。"
"00:05:54,833 --> 00:05:57,899","Tools of the Reaper. Death as a Salesman. Oh, that's been taken.","Tools of the Reaper。Death as a Salesman。喔，這個已經被用過了。"
"00:05:57,899 --> 00:06:00,566","Reaper Man. That's pretty good, Reaper Man.","Reaper Man。這個不錯，Reaper Man。"
"00:06:00,566 --> 00:06:02,333","The Remorseful Reaper. Bone to Lose.","The Remorseful Reaper。Bone to Lose。"
"00:06:02,333 --> 00:06:04,166","Glen Gary Glen Reaper. Fear the Reaper.","Glen Gary Glen Reaper。Fear the Reaper。"
"00:06:04,166 --> 00:06:07,800","Growl Reaper. Dougie Reaper. Dougie Reaper?","Growl Reaper。Dougie Reaper。Dougie Reaper？"
"00:06:07,800 --> 00:06:10,866","Reaping Ivy. Bony Manifesto. Friendly Reaper.","Reaping Ivy。Bony Manifesto。Friendly Reaper。"
"00:06:10,866 --> 00:06:13,933","Chimp Reaper. That would have been good.","Chimp Reaper。這個本來會很不錯。"
"00:06:13,933 --> 00:06:16,866","Oh, no. Not again.","喔，不，又來了。"
"00:06:16,866 --> 00:06:19,066","Grim Journey. Hungry Hunted. The Last Reap. The Final Reap.","Grim Journey。Hungry Hunted。The Last Reap。The Final Reap。"
"00:06:19,066 --> 00:06:20,800","I put a box around the Last Reap.","我還把 The Last Reap 框起來。"
"00:06:20,800 --> 00:06:23,833","Like that must have been a favorite idea for a while.","那一定曾經是我很喜歡的點子。"
"00:06:23,833 --> 00:06:26,666","Grim Reaper. Grim Reaper. I'm still doing it.","Grim Reaper。Grim Reaper。我還在繼續想。"
"00:06:26,666 --> 00:06:32,566","You can tell my fear is starting to mount, as I'm like, am I ever going to come up with a name for this game?","你看得出來我開始越來越慌，心想，我到底能不能想出這款遊戲的名字？"
"00:06:32,566 --> 00:06:36,133","Oh my God. Ah! Something otherworld.","我的天。啊！Something Otherworld。"
"00:06:36,133 --> 00:06:38,533","Something figures. The Last Fiesta. Grim Fandango.","Something Figures。The Last Fiesta。《Grim Fandango》。"
"00:06:38,533 --> 00:06:42,933","I'm such a fucking genius.","我他媽真是個天才。"
"00:06:42,933 --> 00:06:46,100","Ah, you can see what a relief that was.","啊，你看得出來那讓我多鬆一口氣。"
"00:06:46,100 --> 00:06:49,500","Offscreen Voice: I guess it's been a real long time since you made a 2-D adventure game.","畫外音：你應該真的很久沒做 2D 冒險遊戲了。"
"00:06:49,500 --> 00:06:51,466","Schafer: Um hm.","Schafer：嗯哼。"
"00:06:51,466 --> 00:06:53,533","Dutton: But do you think you've still got it?","Dutton：但你覺得自己寶刀未老嗎？"
"00:06:53,533 --> 00:06:57,166","Like, you still, are you still in touch with those skills?","那些技能還在嗎？"
"00:06:57,166 --> 00:07:02,666","Schafer: And actually I've been doing like, I've been doing these interviews and surveys and you know,","Schafer：其實我最近一直在做訪談、調查之類的，"
"00:07:02,666 --> 00:07:10,433","discussions, like you know, about trying to figure out adventure games, history and what was good and bad and what we can change about them.","也在跟人討論，想弄清楚冒險遊戲的歷史，哪裡好、哪裡不好，以及我們能改變什麼。"
"00:07:10,433 --> 00:07:11,699","Wolpaw: These are all the ones you made, right?","Wolpaw：這些都是你做的，對吧？"
"00:07:11,699 --> 00:07:16,633","And along the wall? Grim Fandango? I played Grim Fandango.","牆上這些？《Grim Fandango》？我玩過《Grim Fandango》。"
"00:07:16,633 --> 00:07:20,133","Monkey Island, didn't play. Day of the Tentacle, I didn't play.","《Monkey Island》，沒玩過。《Day of the Tentacle》，也沒玩過。"
"00:07:20,133 --> 00:07:22,033","Full Throttle, I didn't. Psychonauts is good.","《Full Throttle》，沒玩過。《Psychonauts》不錯。"
"00:07:22,033 --> 00:07:25,466","Schafer: Yeah, yeah. The writing was half good.","Schafer：對，對。劇本有一半不錯。"
"00:07:25,466 --> 00:07:29,166","Wolpaw: Yeah. There was... half of it was pretty good.","Wolpaw：對。它有……一半還滿不錯的。"
"00:07:29,166 --> 00:07:35,366","But yeah. I don't know. You're making an adventure game.","不過，對。我也不知道。你現在要做冒險遊戲嘛。"
"00:07:35,366 --> 00:07:38,833","You going to do something different to make it better?","你會做些不同的事，讓它變得更好嗎？"
"00:07:38,833 --> 00:07:43,166","Schafer: I'm trying to split up what was good about them and what was, what have we learned since and what was better.","Schafer：我在試著拆開來看，以前哪些地方好、後來我們學到了什麼、哪些地方可以更好。"
"00:07:43,166 --> 00:07:44,766","What could be made better about them.","還有哪些地方能改進。"
"00:07:44,766 --> 00:07:48,000","'Cause I don't want to make it just like a nostalgia thing.","因為我不想只做成懷舊作品。"
"00:07:48,000 --> 00:07:51,033","Schafer: I think it's interesting to think about why people like adventure games.","Schafer：我覺得去想人們為什麼喜歡冒險遊戲很有意思。"
"00:07:51,033 --> 00:07:54,699","And really what they like about them.","還有他們真正喜歡的是什麼。"
"00:07:54,699 --> 00:08:01,600","Not just like someone who remembers, Monkey Island from like, oh, when I was 12 I played Monkey Island. I'd love to go play that again.","不是只找那種會說「我 12 歲玩過《Monkey Island》，好想再玩一次」的懷舊玩家。"
"00:08:01,600 --> 00:08:05,466","But who are actually playing them now and like what they actually enjoy about them.","而是現在真正還在玩的人，到底享受的是什麼。"
"00:08:05,466 --> 00:08:11,766","Gilbert: Why is that a game like, you know, Monkey Island or Maniac Mansion that was made, you know, 20 years ago,","Gilbert：為什麼像《Monkey Island》或《Maniac Mansion》這種 20 年前做出來的遊戲，"
"00:08:11,766 --> 00:08:13,966","why is it that people still love those games?","大家到現在還這麼愛？"
"00:08:13,966 --> 00:08:20,533","Why is it that people post hundreds of videos on YouTube of themselves playing the music from those games?","為什麼會有人在 YouTube 上貼幾百支影片，演奏那些遊戲裡的音樂？"
"00:08:20,533 --> 00:08:27,333","What, what was it about those that, that really was so interesting and touched people like that?","那些遊戲到底有什麼，會這麼有趣，又那樣打動人？"
"00:08:27,333 --> 00:08:35,100","Gilbert: So is a lot of the interest that people have today in adventure games, is that more, do you think that's more nostalgia based?","Gilbert：所以現在大家對冒險遊戲的興趣，有很大一部分是比較偏懷舊嗎？"
"00:08:35,100 --> 00:08:44,032","Because there're a lot of people who love adventure games, but do they love the nostalgia of them as opposed to the actual adventure games?","因為很多人喜歡冒險遊戲，但他們愛的是那種懷舊感，還是真正喜歡冒險遊戲本身？"
"00:08:44,033 --> 00:08:52,000","Gilbert: You know, you want to do something that really focuses on what made those old point-and-click adventure games a lot of fun","Gilbert：你會想做一個真正聚焦在那些老派點擊式冒險遊戲為什麼好玩的東西，"
"00:08:52,000 --> 00:08:58,000","and I mean, there's just like a rabid fan base for those things as we obviously saw.","而且我們也看到了，這類遊戲有一群非常狂熱的粉絲。"
"00:08:58,000 --> 00:09:06,366","So you know, you really want to take from those games what made them really special.","所以你真的會想把那些遊戲真正特別的東西提煉出來。"
"00:09:06,366 --> 00:09:11,266","But I also don't think you just want to go make a 2-D point-and-click adventure game,","但我也不覺得你只是想再做一款 2D 點擊式冒險遊戲，"
"00:09:11,266 --> 00:09:13,899","you know, with the little cursor that moves around and all that.","就是有個小游標到處移來移去那種。"
"00:09:13,899 --> 00:09:21,299","Because I could never go back and just design Monkey Island again, because I'm a different person today, you know, than I was back then.","因為我不可能回頭再設計一款《Monkey Island》，我今天已經跟當年的我不一樣了。"
"00:09:21,299 --> 00:09:24,799","The world has changed. Gamers have changed, you know, we've changed.","世界變了，玩家變了，我們也變了。"
"00:09:24,799 --> 00:09:33,733","And so there's a lot, I think there's a lot that has to evolve in them and you know, I don't know exactly what those are off the top of my head.","所以我覺得它們有很多地方必須進化，只是我一下子也說不準那些是什麼。"
"00:09:33,733 --> 00:09:39,533","But they do need to evolve, but they need to evolve in such a way that they don't lose the spirit of them","但它們確實需要進化，而且進化的方式不能失去原本的精神，"
"00:09:39,533 --> 00:09:44,066","and they don't lose what made them so interesting to people.","也不能失去讓人們覺得它們有趣的東西。"
"00:09:44,066 --> 00:09:50,500","Schafer: The things that came up most, when we talked about what was good about adventure games were the pacing of them.","Schafer：我們談到冒險遊戲好在哪裡時，最常被提到的是節奏。"
"00:09:50,500 --> 00:09:53,866","I think that's important that people like a game that moves at their pace.","我覺得這很重要，玩家喜歡能照自己步調前進的遊戲。"
"00:09:53,866 --> 00:10:05,000","I mean, obviously story and characters, even though the games have those, I still think adventure games are the genre that still puts them as the number one thing.","當然還有故事和角色。雖然很多遊戲都有這些，但我還是覺得冒險遊戲是最把它們放在第一位的類型。"
"00:10:05,933 --> 00:10:08,133","Schafer: Hi, guys. I'm late for another meeting.","Schafer：大家好。我另一個會議要遲到了。"
"00:10:09,000 --> 00:10:11,299","Schafer: You can talk about now or back then.","Schafer：你們可以談現在，也可以談以前。"
"00:10:11,299 --> 00:10:16,766","What you remember as the like, dislike the most about adventure games and the most frustrating moments you had?","你們記得自己最喜歡、最討厭冒險遊戲的哪一點？還有最挫折的時刻？"
"00:10:16,766 --> 00:10:19,700","Who wants to answer that one first?","誰想先回答？"
"00:10:19,700 --> 00:10:23,600","Chi: Pixel hunting, for sure. That was really frustrating.","Chi：絕對是 pixel hunting。那真的很讓人挫折。"
"00:10:23,600 --> 00:10:27,566","Schafer: Do you remember an example of that?","Schafer：你記得有什麼例子嗎？"
"00:10:27,566 --> 00:10:31,166","Chi: I think it was either in A King's Quest or Gabriel Knight game.","Chi：我想不是在《King’s Quest》，就是在《Gabriel Knight》裡。"
"00:10:31,166 --> 00:10:34,733","Schafer: It's going to seem fishy if you only pick Sierra games for the bad example.","Schafer：如果你只拿 Sierra 的遊戲當壞例子，會看起來很可疑喔。"
"00:10:34,733 --> 00:10:36,266","Chi: Well, that's, that's the thing.","Chi：嗯，問題就在這裡。"
"00:10:36,266 --> 00:10:39,899","Because the Lucas Arts games had the same thing.","因為 LucasArts 的遊戲也有同樣的問題。"
"00:10:39,899 --> 00:10:42,299","Schafer: I've already apologized for that one.","Schafer：那個我已經道過歉了。"
"00:10:42,299 --> 00:10:46,666","Schafer: One of the interesting advantages of adventure, well, I was thinking about the, a lot of people I talked to","Schafer：冒險遊戲一個有趣的優點是……我剛剛想到，我聊過的很多人，"
"00:10:46,666 --> 00:10:52,833","had the same experience of early adventure, the first adventure game experience was like this promise of infinite possibility.","對早期冒險遊戲都有類似經驗。第一次接觸冒險遊戲時，都覺得它像是在承諾無限可能。"
"00:10:52,833 --> 00:10:56,799","LeBreton: When I first started playing adventure games, I was like a kid and I didn't really understand games.","LeBreton：我剛開始玩冒險遊戲時還是小孩，其實不太懂遊戲。"
"00:10:56,799 --> 00:11:02,066","Games were still magical to me so I'd boot it up and I had no idea of what to expect. Like I had a Commodore 64.","遊戲對我來說還很神奇，所以我啟動遊戲時完全不知道會看到什麼。我那時有一台 Commodore 64。"
"00:11:02,066 --> 00:11:06,966","You know, just like, I don't know, it just created this feeling of completely crazy, open-ended possibility.","那真的營造出一種完全瘋狂、開放式可能性的感覺。"
"00:11:06,966 --> 00:11:13,233","Schafer: That's hard to still execute on that promise of infinite possibility I think with a modern adventure game.","Schafer：我覺得現代冒險遊戲很難再兌現那種無限可能的承諾。"
"00:11:13,233 --> 00:11:18,133","When you were playing Machinarium you don't have that feeling like, I'm Mr. Robot and I can do whatever I want in this world.","你玩《Machinarium》時，不會有那種「我是機器人先生，在這世界裡想做什麼都行」的感覺。"
"00:11:18,133 --> 00:11:25,399","It's more like this game about finding where the interaction is and what are the, what are all the interactions I can have in this world.","它更像是在找哪裡可以互動、這個世界裡所有能互動的東西有哪些。"
"00:11:25,399 --> 00:11:32,600","Dvorsky: It should be more about playing with the game than trying to beat it as soon as possible.","Dvorsky：重點應該更像是在跟遊戲互動，而不是急著破關。"
"00:11:32,600 --> 00:11:43,333","So you should be able to enjoy some places and situations, even for several times, even if you solved it already.","所以某些地點和情境應該能讓你享受好幾次，即使你已經解過了。"
"00:11:43,333 --> 00:11:53,166","It should be fun to play that little puzzle or little interactive toy, again just for fun.","只是為了好玩，再玩一次那個小謎題或小互動玩具也應該很好玩。"
"00:11:53,166 --> 00:11:56,133","Wolpaw: I mean, I like that they have a, that they were funny.","Wolpaw：我是說，我喜歡它們有……它們很好笑。"
"00:11:56,133 --> 00:12:00,399","They're kind of whimsical. I guess I just didn't like the puzzles maybe.","它們有點奇想。我想我可能只是不喜歡謎題。"
"00:12:00,399 --> 00:12:02,200","Schafer: Puzzles.","Schafer：謎題。"
"00:12:02,200 --> 00:12:04,600","So you would say you would never advocate a game that had puzzles in it?","所以你是說，你絕對不會主張遊戲裡該有謎題？"
"00:12:04,600 --> 00:12:06,333","Wolpaw: No. No.","Wolpaw：不是，不是。"
"00:12:06,333 --> 00:12:08,100","Schafer: Like Portal, for example.","Schafer：比如《Portal》。"
"00:12:08,100 --> 00:12:12,066","Schafer: One of the big questions was whether or not games should have puzzles in them, in adventure games.","Schafer：其中一個大問題是，冒險遊戲裡到底該不該有謎題。"
"00:12:12,066 --> 00:12:17,133","That came up when we were talking to the Super Brothers, Craig and Chris.","這件事是我們跟 Superbrothers 的 Craig 和 Chris 聊時提到的。"
"00:12:17,133 --> 00:12:23,233","About Sword and Sorcery, about how when they played the old adventure games the thing that didn't hold up for them was the puzzles,","談到《Sword & Sworcery》，他們說自己玩老冒險遊戲時，最經不起考驗的是謎題，"
"00:12:23,233 --> 00:12:25,333","because there were these blocks to the flow.","因為它們會卡住整個流程。"
"00:12:25,333 --> 00:12:27,000","They really wanted the flow to happen.","他們很想讓整個流程順下去。"
"00:12:27,000 --> 00:12:34,933","Adams: And actually those types of mechanics, that sort of inventory puzzles, are things that I don't miss from older adventure games.","Adams：其實那類機制，像道具欄謎題，就是我不懷念老冒險遊戲的一點。"
"00:12:34,933 --> 00:12:39,399","What I love about older adventure games is that there's, you have a flow and there's a story and there's characters.","我喜歡老冒險遊戲的是那種流暢感，還有故事和角色。"
"00:12:39,399 --> 00:12:41,100","And it just kind of surprises you.","它就是會讓你驚喜。"
"00:12:41,100 --> 00:12:46,866","And it was never figuring out, you know, which little pixel and which screen do I combine with the other.","我喜歡的從來不是去想，要把哪個小像素跟哪個畫面上的東西組合。"
"00:12:46,866 --> 00:12:50,100","So, but we tried to make it more just flow.","所以我們試著讓它更流暢。"
"00:12:50,100 --> 00:12:52,133","Schafer: I thought about that for a long time.","Schafer：我想了這件事很久。"
"00:12:52,133 --> 00:12:56,033","It was like, is that, are puzzles an antiquated, you know, notion for these games?","我會想，謎題對這類遊戲來說，是不是已經是過時的概念？"
"00:12:56,033 --> 00:12:58,600","Are they a block to the narrative flow?","它們會不會阻斷敘事流程？"
"00:12:58,600 --> 00:13:02,200","But I felt like in the end that wasn't the case for the game we were making.","但最後我覺得，對我們正在做的這款遊戲來說不是這樣。"
"00:13:02,200 --> 00:13:06,533","I think the game they were making was a really specific, like for what they wanted to make,","我覺得他們做的遊戲很特定，就他們想做的東西來說，"
"00:13:06,533 --> 00:13:09,399","it wouldn't have suited their purposes to have a bunch of like, head scratchers.","放一堆讓人抓破頭的謎題並不適合他們的目的。"
"00:13:09,399 --> 00:13:11,833","Piotrowski: But that was really a challenging moment.","Piotrowski：但那真的是很有挑戰性的時刻。"
"00:13:11,833 --> 00:13:16,533","It was kind of like trying to shed some of those things that were like buried in our heads from playing all these games when we were kids.","那有點像是要甩掉一些東西，那些東西是我們小時候玩這類遊戲時埋進腦中的。"
"00:13:16,533 --> 00:13:20,733","Schafer: Like what, talking about adventure games, people's memories of playing adventure games when they were kids.","Schafer：比如談到冒險遊戲時，大家小時候玩冒險遊戲的回憶。"
"00:13:20,733 --> 00:13:23,033","So many of them were like, that's the only thing I had to do that summer.","很多人都說，那是我那年夏天唯一能做的事。"
"00:13:23,033 --> 00:13:26,533","I got stuck in my grandma's house for the summer and I played Day of the Tentacle every day.","我整個暑假被困在奶奶家，每天都玩《Day of the Tentacle》。"
"00:13:26,533 --> 00:13:31,333","Like, I mean, people have so many options now for entertainment.","我是說，現在大家有太多娛樂選擇。"
"00:13:31,333 --> 00:13:37,166","It's going to be really hard to make sure that there's something really sticky about the game that makes them want to come back.","要確保遊戲有某種很有黏性的吸引力，讓玩家想回來，會非常困難。"
"00:13:37,166 --> 00:13:39,766","I think a lot of that is atmosphere. For me.","對我來說，很大一部分是氛圍。"
"00:13:39,766 --> 00:13:43,899","Like, when I, you know, you feel haunted by a game sometimes.","有時候你會覺得自己被一款遊戲纏住。"
"00:13:43,899 --> 00:13:47,933","Like you're just at your work or you're at school and you think about the music and you think about the world","像是你人在工作或上學時，會想到它的音樂，想到那個世界，"
