"Timecode","Content","Content_zh"
"00:02:09,220 --> 00:02:15,681","Rice: Yeah. So I was being really conservative on like trying to figure out stuff outside of just paying the members of the team","Rice：對。所以我估得很保守，想弄清楚除了付團隊成員薪水之外，"
"00:02:15,681 --> 00:02:17,180","that we might need to pay for.","還有哪些東西可能需要花錢。"
"00:02:17,180 --> 00:02:21,346","And some of that stuff might not be necessary.","其中有些可能不是必要的。"
"00:02:21,346 --> 00:02:22,214","So it's...","所以這……"
"00:02:22,220 --> 00:02:23,480","Schafer: Well, it's tight for me.","Schafer：嗯，對我來說很吃緊。"
"00:02:23,480 --> 00:02:27,586","I mean, it's tight for me in terms of like the number of people we have on the team.","我是說，以團隊人數來看，真的很吃緊。"
"00:02:27,586 --> 00:02:29,806","Like I wish we had more programmers.","我希望我們能有更多程式設計師。"
"00:02:30,340 --> 00:02:31,674","So if we did that.","所以如果我們那樣做。"
"00:02:31,680 --> 00:02:39,020","So if we cut out all those, some of those things, we'd have like another $100,000, which would be um...","如果我們把那些，有些東西砍掉，大概就會多出十萬美元，那就等於……"
"00:02:39,020 --> 00:02:40,240","some programmer time.","一些程式設計師的工時。"
"00:02:40,240 --> 00:02:40,740","Rice: Yeah.","Rice：對。"
"00:02:44,080 --> 00:02:46,780","Schafer: OK. All right.","Schafer：好。行。"
"00:02:46,780 --> 00:02:49,180","And then we have how long to actually make the production.","那我們實際製作時間有多長？"
"00:02:50,200 --> 00:02:51,740","'Til next November.","到明年十一月。"
"00:02:51,740 --> 00:02:54,040","Next November's like infinity far away.","明年十一月遠得像無限遠。"
"00:02:54,180 --> 00:02:55,320","Rice: It's pretty far.","Rice：是滿遠的。"
"00:02:55,760 --> 00:02:58,427","Schafer: We could do eight games in that time. It sounds so long.","Schafer：那段時間我們都能做八款遊戲了。聽起來超久。"
"00:02:58,640 --> 00:03:00,306","Cut to November.","畫面切到十一月。"
"00:03:00,360 --> 00:03:02,800","What? The game isn't started yet?","什麼？遊戲還沒開始做？"
"00:03:04,800 --> 00:03:05,540","Wait.","等等。"
"00:03:06,700 --> 00:03:08,500","Done with that. We're in Alpha, oh.","那些都做完了。我們進 Alpha 了，喔。"
"00:03:08,500 --> 00:03:10,633","November this year? Rice: Yeah.","今年十一月？Rice：對。"
"00:03:10,760 --> 00:03:13,560","Schafer: We can't do that, it's crazy. That's insane.","Schafer：那不可能，太瘋了。太誇張了。"
"00:03:13,560 --> 00:03:15,060","We're starting in November next year. Rice: No.","我們明年十一月才開始。Rice：不是。"
"00:03:15,060 --> 00:03:16,060","Schafer: That sounds good.","Schafer：那聽起來不錯。"
"00:03:16,060 --> 00:03:18,459","Rice: That would be a year and a half.","Rice：那樣就是一年半。"
"00:03:18,460 --> 00:03:21,540","Schafer: November this year, oh, that's much closer.","Schafer：今年十一月，喔，那近多了。"
"00:03:21,580 --> 00:03:24,800","Rice: I mean that gives us uhh...","Rice：我是說，這樣我們有，呃……"
"00:03:25,720 --> 00:03:27,540","five, five whole months of production.","五個，整整五個月的製作期。"
"00:03:27,540 --> 00:03:29,040","Schafer: Five whole months of production?","Schafer：整整五個月的製作期？"
"00:03:30,720 --> 00:03:31,980","Oh my God.","我的天啊。"
"00:03:31,980 --> 00:03:36,520","Schafer: Well, I'm in an interesting position now because I'm running the company and I'm running a project.","Schafer：我現在的位置滿有趣的，因為我同時在經營公司，也在帶一個專案。"
"00:03:36,520 --> 00:03:43,661","So on the one hand I'm just, I'm equal to the other project leaders and I can't really abuse my ability to like pick up resource up","所以一方面，我跟其他專案負責人是平等的，不能濫用權力把資源抓過來，"
"00:03:43,661 --> 00:03:44,959","and put them on a different project.","丟到另一個專案上。"
"00:03:44,960 --> 00:03:47,859","But I do when they're not looking, so that's fine.","但他們沒看的時候我會這麼做，所以沒問題。"
"00:03:47,860 --> 00:03:49,640","All for the good of the project.","一切都是為了專案好。"
"00:03:52,540 --> 00:03:55,900","Team Member: Ostensibly, we going to take somebody off your team to put them on DFA.","團隊成員：表面上，我們要從你的團隊調一個人去 DFA。"
"00:03:56,166 --> 00:03:58,026","And you're going to be short-handed.","然後你那邊就會人手不足。"
"00:03:58,026 --> 00:04:01,386","Schafer: I mean when you're project leader, you have to kind of fight for your team.","Schafer：當你是專案負責人，就得替自己的團隊爭取。"
"00:04:01,386 --> 00:04:02,847","I mean, it's a fight for resources.","這就是資源爭奪戰。"
"00:04:02,847 --> 00:04:08,200","And you care about the company overall but you still know that to make your game good you should get the best people on it.","你會在乎整間公司，但你也知道，要把自己的遊戲做好，就該找最好的人來做。"
"00:04:08,200 --> 00:04:10,733","And so you kind of, you have to do a little recruiting.","所以你多少得自己招募一下。"
"00:04:10,740 --> 00:04:15,040","You have to talk to them, you know, outside of meetings and stuff and be like, hey, are you interested?","你得在會議外之類的時候找他們聊，說：「嘿，你有興趣嗎？」"
"00:04:15,040 --> 00:04:17,040","I think we know you'd be, this would be a good opportunity to you.","我覺得這對你會是個好機會。"
"00:04:17,040 --> 00:04:23,267","You could, you know, you'd be moving up or you'd be taking on more responsibility or we're doing this really cool kind of art or something like that.","你可能會往上升、承擔更多責任，或是我們在做很酷的美術風格之類的。"
"00:04:23,267 --> 00:04:25,587","Get people excited about it.","讓大家對它感到興奮。"
"00:04:26,060 --> 00:04:30,393","And mostly we just said that we're doing this project and most people like Anna and Brandon, you know,","其實大多只是說我們在做這個專案，然後像 Anna 和 Brandon 這些人，"
"00:04:30,400 --> 00:04:32,734","mentioned to me they wanted to work on it.","就跟我說他們想參與。"
"00:04:32,740 --> 00:04:36,740","Dillon: I mean I was big gamer when I was a kid.","Dillon：我小時候是個重度玩家。"
"00:04:36,740 --> 00:04:41,106","But like adventure games were always kind of special to me in particular.","但冒險遊戲對我一直特別有意義。"
"00:04:41,106 --> 00:04:45,593","The fact that I wound up, you know, in a configuration where I could get to work on an adventure game with, you know,","結果我竟然能在這樣的環境裡，參與一款冒險遊戲，"
"00:04:45,600 --> 00:04:47,701","with my favorite adventure game designer.","而且是跟我最喜歡的冒險遊戲設計師一起做。"
"00:04:47,701 --> 00:04:50,161","It's just crazy and still kind of mind-boggling.","這真的很瘋，到現在還是覺得不可思議。"
"00:04:51,200 --> 00:04:58,947","Schafer: And because the schedule is so tight on DFA and it's got such a small budget, that's, that is a bit of worry, too.","Schafer：DFA 的時程很緊，預算又很小，這也是有點令人擔心。"
"00:05:07,640 --> 00:05:08,600","Offscreen Voice: Holy shit!","畫外音：靠！"
"00:05:14,433 --> 00:05:16,500","Schafer: I'm nervous, though. Offscreen Voice: Why are you nervous?","Schafer：不過我很緊張。畫外音：你為什麼緊張？"
"00:05:16,500 --> 00:05:21,480","Schafer: 'Cause I really want Brandon on the team.","Schafer：因為我真的很想讓 Brandon 加入團隊。"
"00:05:21,480 --> 00:05:23,547","And so do the other teams.","其他團隊也一樣想要他。"
"00:05:23,547 --> 00:05:28,834","So if he does something really awesome, I'm just going to get sad if we then don't get him on the team.","所以如果他做出很厲害的東西，結果我們沒搶到他，我會很難過。"
"00:05:29,040 --> 00:05:34,040","Dillon: So basically over the weekend I just wanted to prototype some tools work.","Dillon：基本上我週末想做一些工具原型。"
"00:05:34,040 --> 00:05:36,640","Schafer: Me, too. I just had, it was Easter.","Schafer：我也是。只是剛好碰到復活節。"
"00:05:36,640 --> 00:05:38,320","I didn't get around to it.","我一直沒空做。"
"00:05:38,320 --> 00:05:41,240","Dillon: This is how I celebrate Easter. Schafer: It's beautiful.","Dillon：這就是我慶祝復活節的方式。Schafer：太美了。"
"00:05:41,240 --> 00:05:44,720","Dillon: So I'll show you my super-awesome adventure game here.","Dillon：我來給你看我的超棒冒險遊戲。"
"00:05:44,720 --> 00:05:45,753","Schafer: Oh my God.","Schafer：我的天啊。"
"00:05:45,840 --> 00:05:49,480","Schafer: I didn't know you could draw. Incredible.","Schafer：我不知道你會畫畫。太驚人了。"
"00:05:49,480 --> 00:05:52,420","Dillon: Yeah, yeah. And I feel like we're basically done.","Dillon：對啊，對啊。我覺得我們基本上完成了。"
"00:05:52,860 --> 00:05:54,993","Schafer: Yeah, we just got to art this up.","Schafer：對，只要把美術補上就好。"
"00:05:55,000 --> 00:05:58,574","Dillon: And so like I started with the classic data editing thing, which is walk boxes.","Dillon：所以我先從經典的資料編輯內容開始，也就是 walk boxes。"
"00:05:58,580 --> 00:06:01,713","And so like got a little, you know, a walk box here.","所以這裡有個小小的 walk box。"
"00:06:01,720 --> 00:06:03,680","Schafer: Ah, that's crazy. Dillon: Like look how accurate.","Schafer：啊，太扯了。Dillon：你看多精準。"
"00:06:05,420 --> 00:06:09,580","Schafer: Right. Now click on the outer space there. Dillon: It's fine.","Schafer：好。現在點那邊的外太空。Dillon：沒問題。"
"00:06:09,580 --> 00:06:11,720","Schafer: Let me see this. Let me see this.","Schafer：讓我看看，讓我看看。"
"00:06:13,120 --> 00:06:15,986","Dillon: Oh, you're breaking the illusion.. Schafer: Oh, crash.","Dillon：喔，你把幻覺打破了。Schafer：喔，當掉了。"
"00:06:15,986 --> 00:06:17,866","It was a really good puzzle.","那本來是個很棒的謎題。"
"00:06:19,360 --> 00:06:25,600","Brandon is a genius and a great programmer and also someone who has like a deep love,","Brandon 是個天才，也是很棒的程式設計師，而且他非常熱愛、"
"00:06:25,600 --> 00:06:31,640","a deeper understanding of the low level systems required but also a real affinity for adventure games and tools and pipeline.","也很懂所需的底層系統，同時對冒險遊戲、工具和 pipeline 都很有感覺。"
"00:06:31,640 --> 00:06:34,940","Dillon: So like this is honestly the stuff that I'm most excited about, right.","Dillon：老實說，這就是最讓我興奮的部分。"
"00:06:34,940 --> 00:06:42,633","It's like, you know, coming up with a tool chain for everybody to use, where like, you know, whatever crazy idea that Tim has, we can get it into the game","就是做出一套大家都能用的工具鏈，讓 Tim 不管想到什麼瘋狂點子，我們都能把它放進遊戲裡，"
"00:06:42,640 --> 00:06:46,707","as quickly as possible and actually see whether or not it works.","盡快實際看看行不行。"
"00:06:46,707 --> 00:06:50,000","And tune it up so that it can be as good as it can be.","再慢慢調整到最好。"
"00:06:50,000 --> 00:06:52,040","I like being behind the scenes.","我喜歡待在幕後。"
"00:06:53,160 --> 00:06:58,160","Schafer: That's crazy, OK. Programming is actually happening, on the game All right, you guys.","Schafer：太扯了，好。遊戲真的開始寫程式了。各位。"
"00:06:58,160 --> 00:07:02,440","Awesome. That's cool. We're actually doing actual work.","太棒了。很酷。我們真的在做實際工作。"
"00:07:03,700 --> 00:07:05,900","Schafer: I Probably should go design it now.","Schafer：我大概該去設計它了。"
"00:07:07,940 --> 00:07:13,167","Dillon: It's really nice to just get something on the screen and like that's always the first step to, like it's very clarifying","Dillon：能先讓東西出現在螢幕上真的很好，這永遠是第一步，而且會讓事情變得很清楚。"
"00:07:13,167 --> 00:07:20,800","to, you know, have stuff present and actually interactive, because then it's easy to figure out what to do next basically.","有東西在那裡，而且真的能互動，基本上就很容易知道下一步該做什麼。"
"00:07:26,240 --> 00:07:28,120","Rice: Oliver. Franzke: Hello!","Rice：Oliver。Franzke：哈囉！"
"00:07:28,240 --> 00:07:29,340","What have you got, man?","你做了什麼，老兄？"
"00:07:29,920 --> 00:07:31,280","Franzke: It's pretty cool.","Franzke：這滿酷的。"
"00:07:33,880 --> 00:07:35,000","Rice: This is the game?","Rice：這就是遊戲？"
"00:07:35,180 --> 00:07:39,481","Franzke: It's kind of a game. Rice: Oh nice! Walking in 3-D space.","Franzke：算是遊戲吧。Rice：喔，不錯！在 3D 空間裡走路。"
"00:07:39,860 --> 00:07:46,280","Franzke: Well, it's like scaling it vertically, but that's, that's pretty much how we're going to do it in the final game as well.","Franzke：嗯，它其實是垂直縮放，不過最終遊戲裡大概也會這樣做。"
"00:07:46,280 --> 00:07:51,520","Rice: So all these are flat planes and you're just scaling the size of the character?","Rice：所以這些都是平面，你只是縮放角色大小？"
"00:07:51,980 --> 00:08:00,620","Rice: And then we've got Oliver and he's doing a lot of system work on the engine and getting the engine kind of in shape.","Rice：接著是 Oliver，他在引擎上做很多系統工作，把引擎整理到能用的狀態。"
"00:08:00,620 --> 00:08:03,360","Franzke: Well I was born in Germany of course i'm from Germany.","Franzke：我出生在德國，當然，我是德國人。"
"00:08:03,366 --> 00:08:05,266","In fact, from East Germany.","其實是東德。"
"00:08:06,140 --> 00:08:13,300","So because of historic reasons I can be here today, otherwise I would probably be in Moscow right now, I guess.","所以因為歷史因素，我今天才能在這裡，不然我現在大概會在莫斯科吧。"
"00:08:13,300 --> 00:08:19,640","I'd probably follow the people that work in the industry, like from a young age, you know, I always was playing games and was interested in the medium.","我從小就會關注在這個業界工作的人，因為我一直都在玩遊戲，也對這個媒介很有興趣。"
"00:08:19,640 --> 00:08:26,433","It's certainly kind of strange to be here now, to actually write adventure game from scratch.","現在能在這裡，真的從零開始寫一款冒險遊戲，感覺滿奇妙的。"
"00:08:26,440 --> 00:08:30,500","It's kind of cool, I guess it's what a lot of people in the gaming industry kind of dream about","這滿酷的，我想這是很多遊戲業的人都會夢想的事。"
"00:08:30,500 --> 00:08:33,980","and would love to do and it's kind of, it's awesome to be here now at this time","大家都很想做，而現在這個時間點能在這裡，真的很棒。"
"00:08:33,980 --> 00:08:37,679","and like be able to be part of this project, for sure.","也能成為這個專案的一分子，真的很棒。"
"00:08:37,679 --> 00:08:39,899","It's very exciting.","非常令人興奮。"
"00:08:41,059 --> 00:08:47,080","I should probably mention that this is not the final game, so please nobody freak out at this point yet.","我應該先說，這不是最終遊戲，所以現在請大家先不要嚇壞。"
"00:08:47,560 --> 00:08:50,480","Schafer: You know, I've never worked with Oliver before directly.","Schafer：我以前從來沒有直接跟 Oliver 合作過。"
"00:08:50,480 --> 00:08:52,100","He's worked on Once Upon a Monster.","他做過《Once Upon a Monster》。"
"00:08:52,100 --> 00:08:56,433","And it's funny, he worked on the special edition of Monkey Island back at Lucas.","有趣的是，他以前在 LucasArts 做過《Monkey Island》的特別版。"
"00:08:56,440 --> 00:08:58,140","Also he's German.","而且他是德國人。"
"00:09:01,500 --> 00:09:07,826","Franzke: And if I have time, which would be awesome, like to actually dialogue system so you can initiate like a dialogue with some...","Franzke：如果我有時間，那就太好了，我想實作對話系統，讓你可以跟某個……"
"00:09:07,826 --> 00:09:09,426","some other thing in the world.","世界裡的其他東西展開對話。"
"00:09:09,426 --> 00:09:14,900","Kipnis: So what we're looking at is an implementation of that, of a dialogue sequencer.","Kipnis：所以我們現在看到的是它的一個實作，也就是對話 sequencer。"
"00:09:14,900 --> 00:09:17,460","We have this database of lines.","我們有這個台詞資料庫。"
"00:09:17,460 --> 00:09:19,894","So i'm just using that to test out my system.","所以我就用它來測試我的系統。"
"00:09:19,900 --> 00:09:26,866","So I wrote this little test dataset that the red bots are going to insult each other with.","我寫了一小組測試資料，讓紅色機器人拿來互相辱罵。"
"00:09:26,866 --> 00:09:30,946","And so, yeah, let me show you what it actually looks like when you play it.","所以，對，我來給你看實際玩起來是什麼樣子。"
"00:09:32,180 --> 00:09:36,847","My friends had Nintendo and that was, that was the best for me.","我的朋友有任天堂，對我來說那就是最棒的東西。"
"00:09:36,847 --> 00:09:40,507","Like I remember I played a lot of Super Mario Brothers.","我記得我玩了很多《Super Mario Bros.》。"
"00:09:41,066 --> 00:09:49,200","And I mean, that kind of blew my mind at the time, because when I was growing up I was kind of the oldest kid.","那時候真的讓我大開眼界，因為我小時候通常是年紀最大的孩子。"
"00:09:49,200 --> 00:09:55,799","And I would come up with games to play with everyone else to entertain them and stuff.","我會想出遊戲跟其他人一起玩，逗大家開心之類的。"
"00:09:55,799 --> 00:10:01,919","And I realized when I played Super Mario Brothers that this was kind of the same thing.","玩《Super Mario Bros.》時，我發現這其實有點像同一件事。"
"00:10:01,920 --> 00:10:08,626","Like someone made up like this like little world for other people to experience and to see.","有人創造了一個小世界，讓其他人去體驗、去看見。"
"00:10:08,626 --> 00:10:11,387","And you didn't even have to be there; And it was just like magical.","而且你本人甚至不必在場。那就像魔法一樣。"
"00:10:11,387 --> 00:10:15,400","It was like magical technology where I can do this stuff that I had been doing as a child.","那像是一種魔法科技，讓我能做小時候一直在做的事。"
"00:10:15,400 --> 00:10:18,667","That was like my dream. I got my dream job somehow, basically.","那就是我的夢想。基本上，我不知道怎麼就拿到了夢想工作。"
"00:10:18,667 --> 00:10:25,161","Schafer: And she, Anna's been implementing my dialogue longer than anybody in the world.","Schafer：Anna 實作我的對話，比世界上任何人都久。"
"00:10:25,161 --> 00:10:27,781","What the hell is that sound? [siren in background].","那到底是什麼聲音？[背景警報聲]"
"00:10:27,781 --> 00:10:29,281","That happens every Tuesday at noon.","每週二中午都會這樣。"
"00:10:29,760 --> 00:10:32,720","It's not Tuesday. It is Tuesday.","今天不是星期二。今天是星期二。"
"00:10:33,340 --> 00:10:35,320","You know, you hear this robot voice?","你有聽到那個機器人聲音嗎？"
"00:10:39,860 --> 00:10:41,040","Where's the robot voice?","機器人聲音在哪？"
"00:10:41,040 --> 00:10:41,540","Oh.","喔。"
"00:10:41,540 --> 00:10:43,940","[faint distorted voice in background].","[背景中微弱扭曲的聲音]"
"00:10:43,940 --> 00:10:44,980","You can barely even hear that.","幾乎聽不到。"
"00:10:44,980 --> 00:10:47,300","What if that was saying ""get out of the building""?","如果它是在說「快離開大樓」呢？"
"00:10:47,307 --> 00:10:48,733","I don't know.","我不知道。"
"00:10:48,740 --> 00:10:51,580","It sounds like, like our government has been shut down.","聽起來像是我們的政府被關閉了。"
"00:10:52,440 --> 00:10:57,413","You are all loyal servants of the...ok so I was saying,","你們都是……的忠誠僕人。好，所以我剛剛說，"
"00:10:57,420 --> 00:11:02,646","I mean no one's had to implement more of my dialogue ever than Anna, probably because she's been doing it since Psychonauts.","沒有人實作過比 Anna 更多我的對話，可能因為她從《Psychonauts》就開始做了。"
"00:11:02,646 --> 00:11:09,566","And hopefully on this game, I mean she's... I haven't written a lot of dialogue yet, but she already knows kind of what I'm going to write structurally.","希望在這款遊戲上，我是說她……我還沒寫很多對話，但她已經大概知道我在結構上會怎麼寫。"
"00:11:09,566 --> 00:11:12,146","And so she's already writing the systems to implement that.","所以她已經在寫系統來支援那些東西。"
"00:11:12,720 --> 00:11:16,020","Rice: So then we've also got Lee Petty, who is the art director.","Rice：接著我們還有 Lee Petty，他是美術總監。"
"00:11:16,900 --> 00:11:19,100","Petty: It's kind of hard to tune for unless you have...","Petty：除非你有……不然其實滿難調的。"
"00:11:19,100 --> 00:11:23,000","Rice: This is the old one and this is the new one.","Rice：這是舊的，這是新的。"
"00:11:23,500 --> 00:11:24,566","Petty: That's the old one?","Petty：那是舊的？"
"00:11:24,566 --> 00:11:26,246","Rice: This is the old one, yeah.","Rice：這是舊的，對。"
"00:11:26,246 --> 00:11:27,340","Petty: That's a little different than I remember it.","Petty：這跟我記得的有點不一樣。"
"00:11:27,480 --> 00:11:31,880","Petty: I've pretty much been in the game industry since 1996 constantly.","Petty：我差不多從 1996 年開始就一直待在遊戲業。"
"00:11:32,220 --> 00:11:33,620","I was at Accolade for about five years.","我在 Accolade 待了大約五年。"
"00:11:33,620 --> 00:11:37,953","I worked on a variety of projects there, some of which shipped, some of which didn't.","我在那裡做過各種專案，有些有推出，有些沒有。"
"00:11:37,960 --> 00:11:39,227","I actually was cursed.","我其實被詛咒了。"
"00:11:39,227 --> 00:11:42,247","I don't remember how many years, but I think it was like my first three years in the industry,","我不記得持續幾年，但我想大概是我進業界的前三年，"
"00:11:42,247 --> 00:11:44,107","everything I worked on was cancelled.","我做的東西全都被取消。"
"00:11:44,300 --> 00:11:46,100","It was like, ahhh.","那感覺就是，啊啊啊。"
"00:11:46,100 --> 00:11:49,666","I can't get a single game on my resume.","我的履歷上一款遊戲都放不上去。"
"00:11:49,666 --> 00:11:53,186","Luckily games didn't take three years to make each back then, right?","幸好那時候遊戲不會每款都做三年，對吧？"
"00:11:53,186 --> 00:11:54,306","Schafer: Yeah, Lee's been here for a while.","Schafer：對，Lee 在這裡待一陣子了。"
"00:11:54,306 --> 00:11:58,106","He was, came in, in the middle of Brutal Legend and took it over and made it look good.","他是在《Brütal Legend》做到一半時進來接手，然後把它弄得很好看。"
"00:11:58,740 --> 00:12:00,520","He's been in the industry for a long time.","他在這個業界很久了。"
"00:12:00,520 --> 00:12:06,600","I think if you look at him you can see the, it's a wear on his face from the games industry.","我覺得你看他的臉，就看得出遊戲業留下的磨損。"
"00:12:06,600 --> 00:12:08,566","No, he's worked on the games for a long time.","不是啦，他做遊戲做很久了。"
"00:12:08,566 --> 00:12:10,726","He knows, he knows everything.","他什麼都懂。"
"00:12:10,726 --> 00:12:12,454","He's, you know, he's run his own projects.","他也帶過自己的專案。"
"00:12:12,460 --> 00:12:15,193","He ran Stacking all by himself. I didn't get involved in that at all.","《Stacking》就是他自己帶的。我完全沒有參與。"
"00:12:15,200 --> 00:12:17,580","He wrote the dialogue for it. He did everything.","他寫了對話，什麼都做了。"
"00:12:17,580 --> 00:12:20,420","So we're lucky to have him on projects for a little while.","所以能讓他暫時加入這個專案，我們很幸運。"
"00:12:20,420 --> 00:12:22,960","I'm trying to figure out whether we can steal him for good or not.","我正在想能不能把他永久偷過來。"
"00:12:23,220 --> 00:12:26,121","But there's so many other things we need him to do.","但我們還有好多其他事情需要他做。"
"00:12:26,300 --> 00:12:28,680","Don't let him see this footage, though, 'cause he'll ask for a raise.","不過別讓他看到這段影片，因為他會要求加薪。"
"00:12:30,360 --> 00:12:33,880","Rice: Yeah. We're starting to get like a team on the game.","Rice：對。我們開始真的有一支遊戲團隊了。"
"00:12:34,080 --> 00:12:36,546","Schafer: This is the nightmare team from hell, you guys.","Schafer：各位，這是地獄來的惡夢團隊。"
"00:12:36,660 --> 00:12:39,800","You've never seen a sicker, crazier team.","你們沒見過比這更病、更瘋的團隊。"
"00:12:40,533 --> 00:12:44,233","Petty: I'm getting Wi-Fi but it's not connecting to the Skype.","Petty：我有收到 Wi-Fi，但連不上 Skype。"
"00:12:44,233 --> 00:12:45,833","Did you, you signed out on purpose, right?","你是故意登出的，對吧？"
"00:12:45,833 --> 00:12:47,700","Rice: Yeah, because it went away.","Rice：對，因為它不見了。"
"00:12:47,700 --> 00:12:49,000","Petty: Yeah, I don't know what's going on.","Petty：對，我不知道怎麼回事。"
"00:12:49,000 --> 00:12:52,960","Skype server seemed like they're having issues.","Skype 伺服器好像有問題。"
"00:12:52,960 --> 00:12:55,560","Schafer: OK, this is the first stand-up. Isn't it exciting?","Schafer：好，這是第一次站會。是不是很興奮？"
"00:12:55,560 --> 00:12:57,327","We can't do it without Bagel. You can't get Bagel?","沒有 Bagel 我們不能開始。你叫不到 Bagel 嗎？"
"00:12:57,760 --> 00:12:59,340","Rice: Internet's being weird.","Rice：網路怪怪的。"
"00:12:59,340 --> 00:13:00,506","Kipnis: Should we just call him?","Kipnis：要不要直接打給他？"
"00:13:00,600 --> 00:13:01,900","Schafer: Bagel, we're having troubles with Skype.","Schafer：Bagel，我們 Skype 有問題。"
"00:13:01,900 --> 00:13:03,400","Can we just speaker-phone you in?","可以直接用擴音電話讓你加入嗎？"
"00:13:04,060 --> 00:13:05,240","Bagel: Yeah, let's do it.","Bagel：可以，就這樣吧。"
"00:13:05,240 --> 00:13:06,940","Schafer: OK, we're doing it.","Schafer：好，我們要這樣做了。"
"00:13:06,940 --> 00:13:08,340","Rice: Is that all the way up?","Rice：音量開到最大了嗎？"
"00:13:08,340 --> 00:13:10,507","Schafer: That's as loud as it gets.","Schafer：已經最大聲了。"
"00:13:10,507 --> 00:13:13,787","Say hi, Bagel. Bagel: Hey, everybody.","跟大家打招呼，Bagel。Bagel：大家好。"
"00:13:13,900 --> 00:13:19,907","Rice: And then we've also got, we've always had Bagel on, doing like concept arts and backgrounds and stuff like that.","Rice：然後我們也一直有 Bagel，負責概念美術、背景之類的東西。"
"00:13:19,960 --> 00:13:27,100","But now we've got an art director on the project that'll actually start trying to take those images that Bagel has made","但現在專案上有美術總監，會開始把 Bagel 畫的那些圖，"
"00:13:27,100 --> 00:13:32,520","and figure out how to actually get them in a game and get them to be like working game assets.","想辦法真的放進遊戲裡，變成可運作的遊戲素材。"
"00:13:32,520 --> 00:13:34,754","Schafer: Bagel Stapley, Nathan.","Schafer：Bagel Stapley，Nathan。"
"00:13:34,920 --> 00:13:36,653","Stapley: Buddy.","Stapley：老兄。"
"00:13:36,660 --> 00:13:40,060","Schafer: Look at that baaaaaaa. Lee Petty is here.","Schafer：看看那個 Baaaaaaa。Lee Petty 也在。"
"00:13:40,240 --> 00:13:41,280","Petty: What's up, Bagel?","Petty：最近怎樣，Bagel？"
"00:13:41,280 --> 00:13:42,780","Schafer: Lee Petoir is here.","Schafer：Lee Petoir 也在。"
"00:13:43,266 --> 00:13:44,166","Stapley: Can you hear me? How is it?","Stapley：聽得到我嗎？效果怎樣？"
"00:13:44,166 --> 00:13:46,266","Schafer: Yeah. I can hear you, can you hear me?","Schafer：可以。我聽得到你，你聽得到我嗎？"
"00:13:46,266 --> 00:13:47,266","Stapley: Yeah, I can hear you.","Stapley：可以，我聽得到。"
"00:13:47,266 --> 00:13:49,853","Schafer: Oh, man. I haven't paid my property taxes.","Schafer：天啊。我還沒繳房產稅。"
"00:13:49,860 --> 00:13:51,627","So embarrassing.","真尷尬。"
