"Timecode","Content","Content_zh"
"00:04:06,860 --> 00:04:10,916","And for Friday, I just, the first thing in the morning I was getting inspired looking at that.","然後週五一早，我就在看它找靈感。"
"00:04:10,920 --> 00:04:14,120","And then someone was like, you know what?","接著有人就說：「你知道嗎？」"
"00:04:14,120 --> 00:04:20,879","They're playing a bunch of those right now and apparently for like two weeks they're playing all of those studio Ghibli films.","他們現在正在放一堆那個，聽說大概兩週內會放完所有吉卜力工作室的電影。"
"00:04:20,880 --> 00:04:23,180","And I'm just going to be there every day.","所以我每天都會去。"
"00:04:24,774 --> 00:04:26,434","It's happening right now. Yeah.","現在就正在播。對。"
"00:04:26,440 --> 00:04:32,786","Over the weekend I saw three: I saw Nausicaa, which is like a big inspiration for stuff that we're doing right now.","週末我看了三部：我看了《風之谷》，那對我們現在做的東西是很大的靈感來源。"
"00:04:32,786 --> 00:04:34,059","[Offscreen] Yeah we just watched that last week.","[畫外音] 對，我們上週才看過那部。"
"00:04:34,059 --> 00:04:35,619","Really great, it's really great.","真的很棒，真的很棒。"
"00:04:35,620 --> 00:04:38,033","Rice: Yeah. We had like another art slot.","Rice：對。我們還有一個美術名額。"
"00:04:38,040 --> 00:04:43,140","We didn't know what we were going to fill it with and like right now it makes sense","我們本來不知道要找誰來補，但現在看起來很合理，"
"00:04:43,140 --> 00:04:47,240","because concepts the most needed and that's why Levi's around.","因為目前最需要的是概念設計，所以 Levi 才會在這裡。"
"00:04:47,920 --> 00:04:50,148","But I mean, who knows?","不過誰知道呢？"
"00:04:50,148 --> 00:04:56,406","Like later in the project we could be ramping down on concept and need more animation and have to switch it out.","專案後期也許概念需求會降低，反而需要更多動畫，到時候就得調整。"
"00:04:56,406 --> 00:05:02,254","But yeah, we always had one other spot for an artist and I'm glad that it was Levi.","不過對，我們一直都有另一個美術職缺，我很高興最後是 Levi。"
"00:05:02,260 --> 00:05:05,305","Offscreen Voice: How far along did Peter Chan get with his contributions?","畫外音：Peter Chan 的貢獻大概做到什麼程度？"
"00:05:05,420 --> 00:05:06,960","Rice: How far did Peter get?","Rice：Peter 做到哪裡？"
"00:05:09,180 --> 00:05:15,600","I think the last stuff that Peter did was some environment designs for spaceship stuff.","我想 Peter 最後做的是一些太空船相關的環境設計。"
"00:05:16,120 --> 00:05:18,073","Schafer: All right. It's been good talking to you, Peter.","Schafer：好吧。Peter，跟你合作很愉快。"
"00:05:18,080 --> 00:05:22,851","Chan: Thank you again, you guys, for everything and it was a lot of fun.","Chan：也再次謝謝你們的一切，這真的很好玩。"
"00:05:22,906 --> 00:05:24,255","And to be part of it.","能參與其中也很棒。"
"00:05:24,255 --> 00:05:26,001","So thank you for inviting me.","所以謝謝你們邀請我。"
"00:05:26,001 --> 00:05:29,201","Schafer: We'll see you again. Petty: Thanks, Peter.","Schafer：我們會再見的。Petty：謝了，Peter。"
"00:05:29,201 --> 00:05:30,416","Rice: Yeah, it was a bit of a bummer.","Rice：對，這有點可惜。"
"00:05:30,420 --> 00:05:36,493","I mean, he was offsite so it wasn't like we were hanging out all the time, which would have been super fun.","我是說，他是遠端工作，所以我們不是一直能一起混在一起，不然一定會超好玩。"
"00:05:37,080 --> 00:05:41,400","But still, like I did look forward to every Friday, getting like a drop of art from him.","但我還是很期待每個星期五都能收到他交來的一批美術圖。"
"00:05:41,720 --> 00:05:49,424","But Levi's around so like having him right next door and getting to see his stuff, which has been like a totally different take on it and you know,","不過 Levi 就在這裡，讓他坐在隔壁，能看到他的東西，而且那又是完全不同的詮釋，"
"00:05:49,424 --> 00:05:52,230","being able to hang out with him in the office has been fun.","能在辦公室跟他一起相處也很有趣。"
"00:05:52,230 --> 00:05:56,337","Rice: Yeah. I don't know if you talked to Lee much about what you're going to start with, concept-wise.","Rice：對。我不知道你有沒有跟 Lee 多聊過概念上你要先從哪裡開始。"
"00:05:56,340 --> 00:06:00,071","Ryken: Yeah, I have concept stuff for boy world stuff.","Ryken：有，我有一些男孩世界的概念東西。"
"00:06:00,080 --> 00:06:02,840","Rice: Did you check out Peter's? Ryken: Yeah.","Rice：你有看過 Peter 的嗎？Ryken：有。"
"00:06:03,160 --> 00:06:04,820","Rice: Yeah, are you scared?","Rice：對，那你怕了嗎？"
"00:06:05,320 --> 00:06:07,080","It's a lot to live up to, man.","這壓力很大啊。"
"00:06:08,120 --> 00:06:10,260","Ryken: I'll get out my tracing paper.","Ryken：我會把描圖紙拿出來。"
"00:06:11,920 --> 00:06:13,160","Rice: Yeah, I don't think it works that way.","Rice：對，我覺得那樣行不通。"
"00:06:13,160 --> 00:06:18,700","Ryken: Peter Chan did a bunch of the early stuff and I've been looking at what he's been doing.","Ryken：Peter Chan 做了很多早期的東西，我一直在看他做的內容。"
"00:06:20,872 --> 00:06:23,692","This is me, actually look at this.","這是我，真的，你看這個。"
"00:06:24,280 --> 00:06:25,980","That's bootleg P. Chan.","那是盜版 P. Chan。"
"00:06:27,580 --> 00:06:31,680","Schafer: And we have interviewed an intern, an art intern.","Schafer：我們也面試了一位實習生，美術實習生。"
"00:06:31,980 --> 00:06:35,863","I haven't met her yet, but everyone seemed to like her and think she was good.","我還沒見過她，但大家好像都很喜歡她，也覺得她不錯。"
"00:06:35,863 --> 00:06:37,232","And that would help, too.","那也會有幫助。"
"00:06:37,240 --> 00:06:39,821","Offscreen Voice: Oh no, you filmed that!","畫外音：糟了，你拍下來了！"
"00:06:39,821 --> 00:06:43,701","Schafer: Please also join me in welcoming Marius from Germany, where did he go...","Schafer：也請大家一起歡迎來自德國的 Marius，他去哪了……"
"00:06:43,701 --> 00:06:45,700","There he is! Marius Fitz...","在那裡！Marius Fitz……"
"00:06:47,080 --> 00:06:49,358","I'm going to have you pronounce your last name.","我要請你自己念你的姓。"
"00:06:49,360 --> 00:06:50,887","Can you pronounce your last name for us?","可以幫我們念一下你的姓嗎？"
"00:06:51,060 --> 00:06:51,880","Fietzek: Fietzek.","Fietzek：Fietzek。"
"00:06:51,880 --> 00:06:58,788","Schafer: You know, Marius was the one who made an adventure game as a job application for Double Fine, which seems very nice.","Schafer：你們知道，Marius 是那個做了一款冒險遊戲當作 Double Fine 求職作品的人，這真的很棒。"
"00:07:05,660 --> 00:07:15,066","Fietzek: Hey, I heard about the Double Fine Adventure and was super-hyped and yeah, I thought like if I want to,","Fietzek：嘿，我聽說《Double Fine Adventure!》之後超興奮，然後我想，如果我想，"
"00:07:15,066 --> 00:07:23,726","if there's a chance to work with my idols on the 2D animated game, then this is like the only chance maybe ever.","如果有機會跟我的偶像一起做 2D 動畫遊戲，那可能就是這輩子唯一的機會了。"
"00:07:23,726 --> 00:07:30,886","So I made an, application video game.","所以我做了一款求職用的電玩遊戲。"
"00:07:34,360 --> 00:07:39,835","Schafer: Our plan is to actually release that as a Double Fine Adventure and then pocket all the Kickstarter money.","Schafer：我們的計畫是把它真的當成《Double Fine Adventure!》發行，然後把所有 Kickstarter 的錢都收進口袋。"
"00:07:39,840 --> 00:07:41,680","We'll give you a small percentage of it.","我們會分你一小部分。"
"00:07:41,680 --> 00:07:43,622","How long will Marius be here, Mr. Greg Rice?","Greg Rice 先生，Marius 會待多久？"
"00:07:43,960 --> 00:07:44,900","Rice: Three months.","Rice：三個月。"
"00:07:44,900 --> 00:07:46,802","Schafer: You get three months, holy cow.","Schafer：你有三個月，天啊。"
"00:07:46,802 --> 00:07:48,486","And what will he be doing?","那他會做什麼？"
"00:07:48,700 --> 00:07:51,220","Rice: Who knows? Schafer: Who knows.","Rice：誰知道？Schafer：誰知道。"
"00:07:52,200 --> 00:07:55,040","Rice: Animating. Schafer: You'll do some animating on Red's.","Rice：動畫。Schafer：你會幫 Red’s 做一些動畫。"
"00:07:55,040 --> 00:08:02,098","Fietzek: But I started with the whole cinematic approach on the very first cut scene, just to see how it feels.","Fietzek：但我一開始是用很電影化的方式處理第一個過場動畫，只是想看看感覺如何。"
"00:08:02,100 --> 00:08:12,078","I thought of a very quiet start where we first see the spaceship, because I don't, I don't remember a point at the space boy part","我想像一個很安靜的開場，讓我們先看到太空船，因為我不記得太空男孩那部分有哪個時刻，"
"00:08:12,080 --> 00:08:13,591","where we actually see the ship.","是真的看到那艘船的。"
"00:08:13,600 --> 00:08:14,741","Schafer: Well, Marius is great.","Schafer：嗯，Marius 很棒。"
"00:08:14,741 --> 00:08:21,385","Like he's like, he'll just show us, you know, a story board and it's really hard to like how someone do something","他會直接拿故事板給我們看。要跟一個人說「你做的東西真的很棒、很好笑，但也許不太符合我們想法」其實很難。"
"00:08:21,385 --> 00:08:24,981","that's really great and really funny, but just for what you were thinking of it, maybe it's not right.","那真的很棒、很好笑，但就你原本想的方向來說，也許不對。"
"00:08:25,400 --> 00:08:26,629","Schafer: And the same way the girl starts.","Schafer：女孩的開場也是一樣。"
"00:08:26,629 --> 00:08:33,482","She's just laying on the hillside and it's not a cut scene, but like a steady state; you exit out of it by tapping.","她只是躺在山坡上，那不是過場動畫，而是一個靜止的互動畫面；點一下就會離開。"
"00:08:33,482 --> 00:08:34,657","And the same way with this.","這邊也一樣。"
"00:08:34,659 --> 00:08:40,285","It's really got to be that it pans over and shows him and he's laying there on the bed, and the same kind of just, you know.","真的應該是鏡頭平移過去，看到他躺在床上，然後也是那種感覺。"
"00:08:42,820 --> 00:08:46,161","[Schafer] So you got to like tell him, like I had to tell him like this whole sequence was backwards.","[Schafer] 所以你得跟他說，就像我得跟他說，這整段順序是反的。"
"00:08:46,161 --> 00:08:48,221","And he's like, oh great, OK, great.","他就說：「喔太好了，OK，很好。」"
"00:08:48,221 --> 00:08:50,581","And then I come back the next day and it's completely different.","然後我隔天回來，它就完全不一樣了。"
"00:08:50,581 --> 00:08:53,361","Exactly the way I wanted and it's perfect and it's like, oh, that's great.","完全就是我想要的樣子，很完美，我就覺得：「喔，太棒了。」"
"00:08:54,040 --> 00:09:18,369","[Schafer vocalizing sound effects] Schafer: That's awesome.","[Schafer 模仿音效] Schafer：太棒了。"
"00:09:18,400 --> 00:09:23,990","Schafer: You know, it's like, finding someone like that is really, it's hard to find people like that and so you kind of hang onto them.","Schafer：你知道，要找到這樣的人真的很難，所以你會想把他留住。"
"00:09:23,990 --> 00:09:25,563","Of course, he's supposed to go back to school.","當然，他本來應該回去上學。"
"00:09:25,800 --> 00:09:31,560","So then you have to figure out whether you want to derail someone's education by trying to recruit them to come to your company.","所以你接著就得想清楚，要不要為了招募他來公司而打亂別人的學業。"
"00:09:31,560 --> 00:09:32,882","Which of course, I have no problem with.","當然，我完全不介意。"
"00:09:32,882 --> 00:09:38,322","I'm already done thinking about it and I've already thought about it while I was saying that sentence, so, so much for his education.","我已經想完了，而且我在說那句話的時候就已經想完了，所以他的學業就先這樣吧。"
"00:09:38,500 --> 00:09:45,155","[Laughter] Rice: We're finally like fully staffed and we've got like our team,","[笑聲] Rice：我們終於算是人手到齊了，也有自己的團隊了，"
"00:09:45,160 --> 00:09:47,867","all of our budget's totally spent on everyone who's on the team.","我們全部預算都花在團隊成員身上了。"
"00:09:47,867 --> 00:09:56,860","So I think that, you know, a month or so from now it's going to feel like everything's just kind of moving forward steadily and the game is being made.","所以我覺得，大概一個月後，一切應該會開始穩定往前，遊戲也會真的被做出來。"
"00:10:08,620 --> 00:10:12,455","Rice: At the time when we started the Maiden Feast, that was kind of the only puzzle that was far enough along","Rice：當時我們開始做 Maiden Feast 時，那算是唯一進度夠前面的謎題，"
"00:10:12,460 --> 00:10:15,605","that we had enough of a design to actually start building stuff.","我們有足夠的設計內容，可以真的開始製作東西。"
"00:10:15,605 --> 00:10:21,460","So we did know going in that it was like a super kind of meaty puzzle that was going to be a tough one to implement.","所以我們一開始就知道，那是個很有份量的謎題，實作起來會很硬。"
"00:10:21,780 --> 00:10:26,060","And we still, you know, it was kind of all we had to go on at the point.","而且那時候我們也只有那個可以依據。"
"00:10:26,060 --> 00:10:30,868","Schafer: I had the Maiden's Feast designed so they had to like, oh, we got to pick that, 'cause that's the only thing that's really designed.","Schafer：我已經把 Maiden’s Feast 設計好了，所以他們就得選那個，因為那是唯一真正設計好的東西。"
"00:10:30,868 --> 00:10:35,802","Rice: But by the time we'd gotten it to like the first pass kind of state, then we had designs for this Cloud Colony stuff,","Rice：但等我們把它做到第一版狀態時，我們也已經有 Cloud Colony 這些內容的設計，"
"00:10:35,802 --> 00:10:41,282","which we knew was just a lot easier to implement and a lot more indicative of the rest of the game.","而我們知道那個實作起來容易很多，也更能代表遊戲其他部分。"
"00:10:41,520 --> 00:10:49,120","Schafer: So navigation across different layers and pointing and clicking, talking to people, camera motion is all part of Cloud Colony.","Schafer：所以跨不同層級移動、點擊、跟人說話、鏡頭運動，都是 Cloud Colony 的一部分。"
"00:10:49,120 --> 00:10:54,770","Rice: One of the nice things about being able to make those kinds of decisions and jump around is we can like really look at in the moment","Rice：能做這種決定、能在不同部分之間跳來跳去的好處之一，是我們可以真的看當下，"
"00:10:54,770 --> 00:11:04,160","what is most important for the game and be able to kind of like change tracks, without having to like clear that decision with a publisher.","什麼對遊戲最重要，然後轉換方向，不必先拿去給發行商批准。"
"00:11:05,940 --> 00:11:12,405","Schafer: So we kind of left Maiden Feast where it was, which is, you know, has like a stand-in, a couple stand-in pieces of art in there.","Schafer：所以我們把 Maiden Feast 先停在那裡，裡面有一些暫用的美術素材。"
"00:11:13,980 --> 00:11:19,706","Much as it pains me to leave that unfinished, but we'll revisit it soon, I think.","雖然把它留在未完成狀態讓我很痛苦，但我想我們很快會回頭處理。"
"00:11:19,706 --> 00:11:22,766","Schafer: This is a kick-off meeting for the Cloud Colony.","Schafer：這是 Cloud Colony 的啟動會議。"
"00:11:24,600 --> 00:11:28,280","Required reading for this meeting is this document everyone' read, I'm sure.","這次會議的必讀資料是這份文件，我相信大家都看過了。"
"00:11:28,280 --> 00:11:29,719","I've already started working on it.","我已經開始做了。"
"00:11:29,720 --> 00:11:36,241","So I think it's just good to go over all the puzzles in case it exposes things we haven't thought of or just questions you guys have.","所以我想把所有謎題都過一遍是好事，看看會不會暴露出我們沒想到的事，或你們有什麼問題。"
"00:11:36,880 --> 00:11:39,140","Are you ready? Ready to begin?","準備好了嗎？準備開始了嗎？"
"00:11:39,900 --> 00:11:46,440","Schafer: This is the part of the game right after the Maiden's Feast when you get, when you break away and you hitch a ride on that buzzard, on the corset.","Schafer：這是遊戲裡 Maiden’s Feast 之後的部分。你逃出來，搭上那隻禿鷹，掛在束腹上。"
"00:11:46,440 --> 00:11:47,540","And you fly.","然後你飛起來。"
"00:11:48,440 --> 00:11:50,242","It takes you up into the air.","牠會把你帶到空中。"
"00:11:50,242 --> 00:11:57,075","She's the sacrifice girl who's just chosen to run away instead of being sacrificed and feels that she may have just endangered,","她是那個獻祭女孩，她選擇逃跑，而不是被獻祭。她覺得自己可能害了大家，"
"00:11:57,080 --> 00:12:01,441","she's been told that this will endanger her entire town if the monster's not appeased.","因為她被告知，如果沒有安撫怪物，整個村鎮都會有危險。"
"00:12:01,460 --> 00:12:10,018","So now the monster's all upset and she's feeling like I have to do something to get rid of this monster and to protect my family and my town.","所以現在怪物很生氣，她覺得自己必須做點什麼，擺脫這個怪物，保護家人和村鎮。"
"00:12:10,020 --> 00:12:13,458","But before I get back there I'm going to have to like figure out a plan.","但在她回去之前，她得先想出一個計畫。"
"00:12:13,620 --> 00:12:24,689","So she arrives in the home world, if you will, of the bird, which is a little village made of primarily nests that have been,","所以她來到了那隻鳥的「家鄉」，可以這麼說，是一個主要由鳥巢構成的小村莊，"
"00:12:24,689 --> 00:12:28,349","that are buoyant on these really thick clouds, that we're calling the Cloud Colony.","那些鳥巢漂浮在很厚的雲上，我們稱它為 Cloud Colony。"
"00:12:28,460 --> 00:12:38,107","[Music] Schafer: I feel much better because I actually, like I felt good","[音樂] Schafer：我感覺好多了，因為其實，"
"00:12:38,107 --> 00:12:41,867","after I wrote that cloud document, but that was really only like four puzzles.","我寫完那份雲端殖民地設計文件後感覺不錯，但那其實只有大概四個謎題。"
"00:12:41,867 --> 00:12:44,667","And the spaceship one has like sixteen puzzles in there or something.","而太空船那邊有十六個左右的謎題。"
"00:12:44,667 --> 00:12:45,907","So I'm catching up now.","所以我現在正在趕上進度。"
"00:12:45,960 --> 00:13:09,880","[Music] Schafer: Aha! Work. I did work.","[音樂] Schafer：啊哈！工作。我有工作。"
"00:13:10,440 --> 00:13:12,240","This is the spec for the whole spaceship.","這是整艘太空船的規格文件。"
"00:13:13,040 --> 00:13:14,660","Designed all the puzzles for the spaceship.","太空船的所有謎題都設計好了。"
"00:13:14,920 --> 00:13:16,140","Offscreen Voice: Really? All the puzzles?","畫外音：真的？所有謎題？"
"00:13:16,620 --> 00:13:19,000","Schafer: Yeah, all the puzzles for the spaceship.","Schafer：對，太空船的所有謎題。"
"00:13:20,060 --> 00:13:25,980","And this is just two-thirds of the puzzles for the girl's world.","而這只是女孩世界三分之二的謎題。"
"00:13:27,580 --> 00:13:31,580","But there's still, I mean, there's still a lot of stuff to design.","不過還有，我是說，還有很多東西要設計。"
"00:13:33,060 --> 00:13:35,500","Schafer: But it's like I have plot points, you know.","Schafer：但我有劇情點，你知道。"
"00:13:35,500 --> 00:13:38,407","I have things where I know I want that to end, Act One.","我知道有些事情要在第一幕結束。"
"00:13:38,407 --> 00:13:40,141","And then that ends Act Two.","然後那邊會結束第二幕。"
"00:13:40,141 --> 00:13:42,250","And then I have these plot points that happen.","然後我有這些會發生的劇情點。"
"00:13:42,250 --> 00:13:49,830","And then to get to that plot point you have to create obstacles and puzzles at the same time, which come out of the story.","接著為了抵達那些劇情點，你必須同時創造障礙和謎題，而它們要從故事裡長出來。"
"00:13:49,830 --> 00:13:51,510","Break out of routine.","打破日常。"
"00:13:53,480 --> 00:13:57,304","Spaceship boy has this routine that he's stuck in every day in space and he has to break out of it.","太空船男孩每天在太空裡被困在同一套日常中，他得打破它。"
"00:13:57,304 --> 00:13:58,304","That's the first puzzle.","那就是第一個謎題。"
"00:13:58,304 --> 00:13:59,269","You do work backwards.","你是倒著做的。"
"00:13:59,269 --> 00:14:02,803","Like you know, it's like you actually aren't designing puzzles.","就像，其實你不是在設計謎題。"
"00:14:02,803 --> 00:14:05,243","You're designing the obstacles in a lot of ways.","很多時候你是在設計障礙。"
"00:14:05,243 --> 00:14:13,101","Like you say, you had a situation in the game where character, you just know there's a plot point where they have to shoot the President.","比方說，遊戲裡有個情境，你知道有個劇情點是角色必須射殺總統。"
"00:14:13,360 --> 00:14:16,162","And so, I don't have any plans to shoot the President.","先說，我沒有任何射殺總統的計畫。"
"00:14:16,162 --> 00:14:18,422","So, but anyways, say that was a puzzle in the game.","但總之，假設那是遊戲裡的一個謎題。"
"00:14:18,422 --> 00:14:19,961","The President's really bad.","總統真的很壞。"
"00:14:20,160 --> 00:14:21,238","You got to shoot the President.","你得射殺總統。"
"00:14:21,240 --> 00:14:26,673","You know, I work backwards, so some cool wish fulfillment, like OK, he's going to be, he's sneaking into the White House.","你知道，我會倒著推，所以那是某種很酷的願望實現。好，他要偷偷溜進白宮。"
"00:14:26,680 --> 00:14:27,823","How would you sneak into White House?","你要怎麼溜進白宮？"
"00:14:27,823 --> 00:14:30,813","You could wear a mask that made you look like a visiting ambassador.","你可以戴一個面具，讓自己看起來像來訪的大使。"
"00:14:30,820 --> 00:14:33,483","Like how do you make a plaster cast of his face to make the mask?","那你要怎麼用他的臉做石膏模型來做面具？"
"00:14:33,483 --> 00:14:36,343","Then maybe it's to trick him into tripping and falling in cement.","也許方法是騙他絆倒，臉摔進水泥裡。"
"00:14:36,343 --> 00:14:39,102","And then at each point you think, OK, was that an actual revelation?","然後每一步你都會想，OK，這有帶來真正的發現嗎？"
"00:14:39,102 --> 00:14:43,562","Like you don't want to have, it just be a series of tedious chores.","你不希望它只是一連串乏味的雜事。"
"00:14:43,562 --> 00:14:47,663","It's got to be like oh, I have a really clear problem that I need to solve.","它必須是「喔，我有一個很明確、需要解決的問題」。"
"00:14:47,663 --> 00:14:52,023","Like the three most obvious ways to solve it don't work.","然後三個最直覺的解法都行不通。"
"00:14:52,320 --> 00:14:57,061","And the game anticipates that and like has a great response for when you try to execute that solution.","遊戲要預判玩家會那樣做，並在玩家嘗試那個解法時給出很棒的回應。"
"00:14:57,061 --> 00:14:58,912","You put a little like, aha!","你放一點像是：「啊哈！」"
"00:14:59,180 --> 00:15:00,745","Good try, no.","「不錯，但不行。」"
"00:15:00,745 --> 00:15:02,565","But did you think about this?","「不過你有想過這個嗎？」"
"00:15:02,565 --> 00:15:07,211","And that little nudge is like, oh, you know, kind of, like doesn't give you the answer","那個小提示就像：「喔，你知道，」它不會直接把答案給你，"
"00:15:07,220 --> 00:15:10,900","but kind of points you back towards the ballpark where the answer is.","但會把你指回答案所在的大致範圍。"
"00:15:11,400 --> 00:15:12,681","Schafer: This is the first puzzle.","Schafer：這是第一個謎題。"
"00:15:12,681 --> 00:15:16,401","So the puzzle is that you open this a little bit.","謎題是你把這個打開一點。"
"00:15:18,220 --> 00:15:21,176","And then you try to go to it, it closes.","然後你試著過去，它就關起來。"
"00:15:21,509 --> 00:15:28,269","And then there's some really counterintuitive, almost opposite of normal way of thinking that makes you realize, ah!","接著會有某個非常違反直覺、幾乎跟正常思考相反的東西，讓你意識到：「啊！」"
"00:15:28,540 --> 00:15:30,714","If I did this really weird thing, that would actually work.","如果我做這件很奇怪的事，反而真的會成功。"
"00:15:30,720 --> 00:15:37,140","The thing you had to do with the lock is take the lock and actually lock the gate shut.","你要對那把鎖做的事，是拿鎖把門鎖死。"
"00:15:43,060 --> 00:15:47,380","So now when you try to pull the chain, it can't pull the gate up and instead...","所以現在你拉鍊子的時候，它拉不起門，反而……"
"00:15:58,840 --> 00:16:02,546","'Cause then the player's like, oh, I'm so smart, you know.","因為這樣玩家就會覺得：「喔，我真聰明。」"
"00:16:02,546 --> 00:16:03,566","I figured it out.","我解出來了。"
"00:16:11,520 --> 00:16:15,400","Now that a lot of stuff is designed ahead of those guys and they're able to look at it and work on it.","現在很多東西都已經先設計好，他們可以看著那些內容開始做。"
"00:16:15,880 --> 00:16:18,267","That always relieves a little bit of tension.","這總是能稍微減輕一點壓力。"
"00:16:18,420 --> 00:16:22,524","Rice: Tim has filled in, it looks like boy world and I think he's even put more girl world stuff in.","Rice：Tim 已經補上了，看起來像是男孩世界，我想他甚至又放了更多女孩世界的東西進去。"
"00:16:22,524 --> 00:16:24,104","Have you even looked at this, really, Levi?","Levi，你真的看過這個嗎？"
"00:16:24,104 --> 00:16:25,552","Ryken: This is all Tim does?","Ryken：這全都是 Tim 做的？"
