"Timecode","Content","Content_zh"
"00:10:12,312 --> 00:10:14,047","I started at LucasArts in 1990.","我 1990 年進 LucasArts。"
"00:10:14,047 --> 00:10:15,548","And there were 60 of us.","當時我們只有 60 個人。"
"00:10:15,548 --> 00:10:17,684","Like, LucasArts was 60 people.","LucasArts 總共才 60 人。"
"00:10:17,684 --> 00:10:20,186","I mean, we were a bunch of goofball rejects.","我們就是一群怪咖邊緣人。"
"00:10:20,186 --> 00:10:25,492","It's not--it's not how it is now, where you have guys who go to college","不像現在，有人上大學，"
"00:10:25,492 --> 00:10:30,830","and then video games is a place where you can be successful financially.","然後把電玩當成可以賺大錢的產業。"
"00:10:30,830 --> 00:10:32,098","Do you know what I mean?","你知道我的意思嗎？"
"00:10:32,098 --> 00:10:35,235","We were all kids who were alone...","我們都是孤單的小孩……"
"00:10:35,235 --> 00:10:37,670","and computers were...","而電腦……"
"00:10:37,670 --> 00:10:39,472","our friends, you know?","就是我們的朋友，懂嗎？"
"00:10:39,472 --> 00:10:43,810","And so then we were in a safe place where we could be together.","所以那裡成了一個安全的地方，讓我們可以聚在一起。"
"00:10:43,810 --> 00:10:45,478","So, yeah, we super bonded.","所以對，我們感情非常好。"
"00:10:45,478 --> 00:10:46,813","Um, all of us.","我們所有人"
"00:10:46,813 --> 00:10:49,649","I mean, we all still talk to each other and I think we'll talk to each other","我的意思是，我們仍然互相說話 我想我們會互相說話"
"00:10:49,649 --> 00:10:51,551","for the rest of our lives.","一直聊到這輩子結束。"
"00:10:51,551 --> 00:10:55,855","Schafer: Yes, we do know each other really well, 'cause she was back at Lucas back in the '90s.","Schafer：對，我們真的很熟，因為她 90 年代也在 Lucas。"
"00:10:55,855 --> 00:10:58,224","So we've known each other for a long time.","所以我們認識很久了。"
"00:10:58,224 --> 00:11:01,594","You get into a lot of strange, um...","你在錄音室裡會養成很多奇怪的……"
"00:11:01,594 --> 00:11:03,129","kinda routines in the studio.","某種例行模式。"
"00:11:03,129 --> 00:11:06,165","When you--it's like-- for some reason, sitting in the recording studio is grueling.","不知道為什麼，坐在錄音室裡真的很折磨人。"
"00:11:06,165 --> 00:11:09,602","Like, you're just sitting in this little chair, you're hearing voices, but like after a day of that","你只是坐在一張小椅子上聽聲音，可是一整天下來，"
"00:11:09,602 --> 00:11:11,504","you're like, oh my God, I was in this tiny room all day.","你會覺得，天啊，我一整天都待在這個小房間裡。"
"00:11:11,504 --> 00:11:14,007","Like, I mean, maybe it's like editing for you guys.","也許對你們來說就像剪片吧。"
"00:11:14,007 --> 00:11:17,610","But it's like, you're in a tiny room, faced with a big control panel and you're talking","但就是你待在小房間裡，面對一大面控制台，透過對講機說話，"
"00:11:17,610 --> 00:11:19,379","over this inter--I don't know why it's so exhausting.","我不知道為什麼會這麼累。"
"00:11:19,379 --> 00:11:25,084","I am so delirious from that 30-hour session that I, uh, I don't even know who I am anymore.","那場 30 小時的錄音讓我神智不清，我甚至不知道自己是誰了。"
"00:11:25,084 --> 00:11:29,088","Brown: It's almost like it was ""Brütal Legend."" Schafer: Oh, God.","Brown：簡直像《Brütal Legend》那時候。Schafer：天啊。"
"00:11:29,088 --> 00:11:30,423","Thirty hours.","三十小時"
"00:11:30,423 --> 00:11:33,359","I delegated all the hard sessions of that one.","我授權了那首歌的所有難題"
"00:11:33,359 --> 00:11:34,794","I only come for the movie stars.","我只為電影明星現身。"
"00:11:34,794 --> 00:11:36,129","Brown: You're tellin' me, man.","Brown：你還用說嗎，老兄。"
"00:11:38,865 --> 00:11:41,301","Schafer: I mean, I only come for the stuff.","Schafer：我是說，我只會為那些重要的東西出現。"
"00:11:41,301 --> 00:11:42,602","Brown: You only come for the important stuff.","Brown：你只為重要的事情來。"
"00:11:42,602 --> 00:11:46,439","Schafer: I leave the stuff where the script is really idiot-proof.","Schafer：那些劇本已經寫到笨蛋也能懂的部分，我就留給別人。"
"00:11:46,439 --> 00:11:47,707","Do you like that term?","你喜歡這個詞嗎？"
"00:11:47,707 --> 00:11:49,075","That's like a writing term.","那算是編劇術語。"
"00:11:49,075 --> 00:11:51,844","Like, it's director-proof.","就是導演也搞不壞。"
"00:11:51,844 --> 00:11:53,313","Yeah.","是啊。"
"00:11:53,313 --> 00:11:57,016","In screenwriting class they're like, ""You gotta really write your script so it's director-proof.""","編劇課都會說：「你真的要把劇本寫到導演也搞不壞。」"
"00:11:57,016 --> 00:12:00,453","Brown: That's because people were working with directors who aren't me.","Brown：那是因為他們合作的導演不是我。"
"00:12:00,453 --> 00:12:03,456","Schafer: It's just--it's a...","Schafer：只是……"
"00:12:03,456 --> 00:12:06,426","That's obviously not the way I feel.","顯然我沒有這種感覺"
"00:12:06,426 --> 00:12:07,794","Brown: What?","Brown：什麼？"
"00:12:07,794 --> 00:12:10,196","Schafer: That's obviously not the way I feel.","Schafer：顯然我沒有這種感覺"
"00:12:10,196 --> 00:12:12,632","Brown: You just--okay, so I wanna hear Frank's blowjob story.","Brown：你剛剛……好吧，我想聽 Frank 的口交故事。"
"00:12:12,632 --> 00:12:14,133","No, your writing is awesome.","不 你的寫作很棒"
"00:12:14,133 --> 00:12:15,768","It's perfect and fantastic.","太完美了"
"00:12:15,768 --> 00:12:17,637","Schafer: It doesn't compare to Frank's blowjob story.","Schafer：這跟弗蘭克的口交故事沒關係"
"00:12:17,637 --> 00:12:22,575","So in between takes, um... you just start to, um...","所以在 take 和 take 之間，你就會開始……"
"00:12:22,575 --> 00:12:25,111","for some reason tell extremely dirty jokes.","不知道為什麼，開始講超級下流的笑話。"
"00:12:25,111 --> 00:12:27,046","This is going in a weird direction, obviously.","顯然這方向很奇怪"
"00:12:28,348 --> 00:12:30,149","Brown: Well, the camera's off, right?","Brown：攝影機關了，對吧？"
"00:12:31,150 --> 00:12:32,585","Schafer: Nope.","Schafer：不"
"00:12:32,585 --> 00:12:37,624","It's like, um, going to some weird, uh, foxhole or trench together.","就像一起鑽進某種奇怪的散兵坑或戰壕。"
"00:12:37,624 --> 00:12:39,325","Technician: Hi, Jan. [Offscreen] Hey, how are ya?","Technician：嗨，Jan。畫外音：嘿，你好嗎？"
"00:12:39,325 --> 00:12:41,194","Technician: I'm good, how are you? [Offscreen] Good. Good to see you.","Technician：我很好，你呢？畫外音：很好。很高興見到你。"
"00:12:41,194 --> 00:12:43,129","Technician: You too. [Offscreen]Check, check, check, check.","Technician：我也是。畫外音：測試，測試，測試，測試。"
"00:12:43,129 --> 00:12:44,364","Check, check.","測試，測試。"
"00:12:44,364 --> 00:12:46,299","Check, check, check, check.","測試，測試，測試，測試。"
"00:12:46,299 --> 00:12:47,767","Cash, cash, cash. Mark?","Cash，cash，cash。Mark？"
"00:12:47,767 --> 00:12:49,268","[Technician] Yeah, you're--no, you're good.","[Technician] 對，你……不，你可以了。"
"00:12:49,268 --> 00:12:51,337","No, please no more.","不，求你了。"
"00:12:51,337 --> 00:12:56,209","Schafer: The boy, Shay, that's the story about a boy who was, um, raised essentially","Schafer：男孩 Shay 的故事，是關於一個基本上由巨大太空船扶養長大的男孩，"
"00:12:56,209 --> 00:12:59,646","by a giant spaceship all by himself, and he lives alone on this giant spaceship","他獨自住在那艘巨大太空船上，"
"00:12:59,646 --> 00:13:01,347","and it's very quiet and lonely.","很安靜很寂寞"
"00:13:01,347 --> 00:13:03,716","Um, and he's cared for by...","他被……"
"00:13:03,716 --> 00:13:07,553","uh, there's a mom and a dad that appear on the computer screens and take care of him.","有爸爸和媽媽會出現在電腦螢幕上照顧他。"
"00:13:07,553 --> 00:13:11,024","And these big, like, knitting arms come down for the mother and that's you, the mom.","母親還會有像編織用的大手臂伸下來，而那就是你，媽媽。"
"00:13:11,024 --> 00:13:14,427","Hale: Oh... Schafer: And it was great when he was 7, but now he's 14, he's startin' to feel","Hale：喔……Schafer：他 7 歲的時候這樣很棒，但現在他 14 歲了，開始覺得"
"00:13:14,427 --> 00:13:17,497","like he's tired of this kid stuff and he wants to do something real with his life","他開始厭倦這些小孩把戲，想在人生中做點真正的事。"
"00:13:17,497 --> 00:13:18,731","and go out on adventures.","出去冒險"
"00:13:18,731 --> 00:13:20,733","And so he meets this shady character...","所以他遇見了這個可疑的角色……"
"00:13:20,733 --> 00:13:25,071","People who do--the professional voice talent people, like Jennifer Hale and Richard Horvitz,","像 Jennifer Hale 和 Richard Horvitz 這種專業配音員，"
"00:13:25,071 --> 00:13:28,508","who just do this all the time, they walk in the studio, they don't know anything about it, they grab the script","他們天天都在做這件事。走進錄音室，什麼都還不知道，拿起劇本，"
"00:13:28,508 --> 00:13:32,111","and they cold read it, and they nail it after a couple lines like that.","直接冷讀，幾句之後就抓到了。"
