"Timecode","Content","Content_zh"
"00:05:23,502 --> 00:05:25,978","And you know, those other traditional forms of marketing.","還有其他那些傳統行銷形式。"
"00:05:25,978 --> 00:05:30,357","And it is something I'd like to look at in the future, 'cause that will be the one thing I think publishers","這是我未來想研究的事，因為我覺得這會是發行商"
"00:05:30,357 --> 00:05:32,947","have done different than we haven't done.","有做、而我們沒有做的那件事。"
"00:05:32,947 --> 00:05:35,328","I think, any of our fans want us to be successful commercially.","我覺得我們的粉絲都希望我們在商業上成功。"
"00:05:35,328 --> 00:05:40,675","This whole thing is for naught if, you know, if we don't come out of it able to be more independent and then, you know,","如果到最後我們不能因此變得更獨立，"
"00:05:40,675 --> 00:05:44,447","be able to create more creative works independently.","不能更獨立地創作更多有創意的作品，那這整件事就白費了。"
"00:05:44,447 --> 00:05:50,225","So you know, I think we need to take that into consideration when we come up with our, our plans for Act Two.","所以我覺得我們在規劃第二幕時，需要把這點納入考量。"
"00:05:50,225 --> 00:05:55,672","Maybe we're really lucky to have split the game in two, because then it gets some more chances.","也許我們把遊戲分成兩半其實很幸運，因為這樣它就多了一些機會。"
"00:05:55,672 --> 00:05:59,431","And then we have more platforms coming up, so yeah, I think it will be good.","接下來還會有更多平台，所以對，我覺得會不錯。"
"00:06:01,856 --> 00:06:04,405","Schafer: We are. Yeah, so that's just to finish the whole Red's update.","Schafer：對。所以這只是把整個 Red’s 的近況講完。"
"00:06:04,405 --> 00:06:09,070","What the team is working on now is a lot of, instead of diving into Part Two, is actually platform work.","現在團隊在做的不是直接投入第二幕，而是很多平台相關工作。"
"00:06:09,070 --> 00:06:15,470","You get it out on more platforms, to sell it on like IOS and the other platforms.","把它推出到更多平台，像 iOS 和其他平台上販售。"
"00:06:20,057 --> 00:06:22,595","Schafer: Sooner than we had previously thought we were going to do it.","比我們原本預期要做這件事的時間更早。"
"00:06:22,595 --> 00:06:27,613","Schafer: The sales of the game make it look like the people who bought the game are people who played adventure games before.","Schafer：這款遊戲的銷售看起來，買它的人都是以前玩過冒險遊戲的人。"
"00:06:27,613 --> 00:06:29,802","It seems like we found those people.","看來我們找到了那群人。"
"00:06:29,802 --> 00:06:33,166","But we haven't quite gotten yet to all the people who've never played adventure games before.","但我們還沒有真正接觸到那些從來沒玩過冒險遊戲的人。"
"00:06:35,971 --> 00:06:44,591","Rice: The idea was while we were waiting for design and writing for Act Two stuff, that we can try and jump on some of these platform work to fill time.","Rice：原本的想法是，趁我們在等第二幕的設計和劇本時，先趕快做一些平台工作來填時間。"
"00:06:44,591 --> 00:06:48,804","And potentially even move forward some of those platform releases.","甚至有可能把其中幾個平台版本的發行時間往前推。"
"00:06:48,804 --> 00:06:50,341","Kipnis: Hi, we have some questions for you.","Kipnis：嗨，我們有幾個問題想問你。"
"00:06:50,341 --> 00:06:51,837","Rice: We do have a pressing question for you.","Rice：我們確實有個緊急問題要問你。"
"00:06:51,837 --> 00:06:55,371","Schafer: There's a lot of work that Oliver has to get done before the iPad version can come out.","Schafer：iPad 版推出前，Oliver 還有很多工作得完成。"
"00:06:55,371 --> 00:06:58,033","But that's a version I'm waiting for.","但那是我很期待的版本。"
"00:06:58,033 --> 00:06:59,922","Well, all of them, waiting for all of them.","其實每個版本都是，我每個都在等。"
"00:06:59,922 --> 00:07:03,195","Hansen: From a studio standpoint the most important thing is still the platform work,","Hansen：以工作室的角度來看，最重要的還是平台工作，"
"00:07:03,195 --> 00:07:06,857","because we want to make sure that we can get the ports out as soon as possible.","因為我們想確保能盡快把移植版推出去。"
"00:07:06,857 --> 00:07:08,580","Franzke: Right.","Franzke：對。"
"00:07:08,580 --> 00:07:11,165","Franzke: And yeah, it's been going pretty well.","Franzke：對，而且目前進展滿順利的。"
"00:07:11,165 --> 00:07:19,069","It's just, you know, it's a lot of work, just kind of looking at those platforms and seeing kind of how is the game performing on that","只是工作量真的很多，要看那些平台，了解遊戲在上面的表現，"
"00:07:19,069 --> 00:07:22,229","and what other kind of very specific issues.","還有會遇到哪些很特定的問題。"
"00:07:24,999 --> 00:07:26,023","Schafer: It's awesome.","Schafer：太棒了。"
"00:07:26,023 --> 00:07:27,369","So I get to keep this, right?","所以這個我可以留著，對吧？"
"00:07:27,369 --> 00:07:33,165","Franzke: Also just generally us getting the infrastructure in place to, to kind of launch games on those platforms.","Franzke：另外也就是把基礎架構準備好，讓我們能在那些平台上發行遊戲。"
"00:07:33,165 --> 00:07:40,135","Very often, you know, different storefronts require, have different requirements when it comes how you deliver the product.","不同的商店常常會對你交付產品的方式有不同要求。"
"00:07:40,135 --> 00:07:47,918","You know, it's very different delivering something to Google Play store versus the iOS app store versus the Mac app store and things like that.","把東西交給 Google Play 商店、iOS App Store、Mac App Store 之類的，做法都非常不同。"
"00:07:47,918 --> 00:07:53,364","So there'll a whole bunch of infrastructure things that we need to put in place.","所以我們需要先建立一大堆基礎架構。"
"00:07:53,364 --> 00:07:56,296","And so I've been working on those a lot.","我最近很多時間都在做那些。"
"00:07:56,296 --> 00:07:59,483","So as you can, there's still some stuff that's broken.","所以你看，現在還是有一些東西壞掉。"
"00:07:59,483 --> 00:08:03,022","For example, some invalid textures here and there that shouldn't be there.","例如這裡那裡有些不該出現的無效貼圖。"
"00:08:03,022 --> 00:08:04,791","I need to investigate what's going on.","我得查一下到底怎麼回事。"
"00:08:04,791 --> 00:08:09,388","You should be able to play through the game from the beginning to end, which is huge.","但應該已經可以從頭到尾玩完整款遊戲，這很重要。"
"00:08:09,388 --> 00:08:16,467","But as you can see, you know, the game, the game runs and I would even have sound.","而且你也看得到，遊戲能跑，甚至還有聲音。"
"00:08:16,467 --> 00:08:23,785","[Sound from iPad] Franzke: Oh, great. All right.","[iPad 聲音] Franzke：喔，太好了。好。"
"00:08:23,785 --> 00:08:28,748","Offscreen Voice: I mean, traditionally, like port houses handle moving stuff to different platforms.","畫外音：我是說，傳統上移植公司會負責把東西搬到不同平台。"
"00:08:28,748 --> 00:08:32,402","So like why do it internally and not just hand it off to someone?","那為什麼要自己內部做，而不是直接交給別人？"
"00:08:32,402 --> 00:08:38,864","Franzke: Because the intrinsic goal for an external port house is different than what our intrinsic goal is.","Franzke：因為外部移植公司的根本目標，和我們自己的根本目標不同。"
"00:08:38,864 --> 00:08:44,091","For a port house, it's like, well, our contract says we have to get it done for this platform, for this amount of money.","對移植公司來說，就是我們合約上寫明要用這筆錢，把它完成到這個平台上。"
"00:08:44,091 --> 00:08:48,010","So we will employ any hack that we can think of to make this work.","所以他們會用任何想得到的 hack 讓它能跑。"
"00:08:48,010 --> 00:08:57,840","Like, we'll, like essentially you're throwing out any, any kind of way of like clean software development is the first thing that goes.","基本上，第一個被丟掉的就是乾淨軟體開發的做法。"
"00:08:57,840 --> 00:09:04,395","And that's OK as a developer, if it's a product that's done and you're never going to touch it again","如果你是開發商，而那是一個已經完成、之後再也不會碰的產品，那還可以。"
"00:09:04,395 --> 00:09:07,778","and you get the code back and you just archive it and that's it.","你拿回程式碼，歸檔起來，就結束了。"
"00:09:07,778 --> 00:09:13,357","But if it's something that you will have to work with in the future, you don't want to do that.","但如果那是你未來還得繼續處理的東西，你就不會想那樣做。"
"00:09:18,310 --> 00:09:19,541","Franzke: I don't know.","Franzke：我不知道。"
"00:09:19,541 --> 00:09:21,924","Criticism makes me always smile.","批評總是會讓我笑。"
"00:09:26,942 --> 00:09:30,866","Franzke: We'll find out.","Franzke：到時候就知道了。"
"00:09:30,866 --> 00:09:33,639","Let's hope so, right?","希望如此，對吧？"
"00:09:33,639 --> 00:09:37,018","Schafer: I made it for the hardcore fans, only the hardcore fans.","Schafer：我是為了鐵粉做的，只為了鐵粉。"
"00:09:37,018 --> 00:09:40,770","I was only thinking of the hardcore fans and I hate everyone who's not a hardcore fan.","我心裡只想著鐵粉，而且我討厭所有不是鐵粉的人。"
"00:09:40,770 --> 00:09:44,065","Someone came up to me at PAX and was like, hey, I really like Broken Age.","有人在 PAX 走過來跟我說，嘿，我真的很喜歡《Broken Age》。"
"00:09:44,065 --> 00:09:46,232","It seemed really short, though.","只是感覺真的很短。"
"00:09:46,232 --> 00:09:50,326","It seemed like they cared more about getting Elijah Wood than putting money into puzzles.","感覺他們比較在乎請到 Elijah Wood，而不是把錢花在謎題上。"
"00:09:50,326 --> 00:09:52,658","It's like, first of all, who are you saying ""they""?","我就想，首先，你說的「他們」是誰？"
"00:09:52,658 --> 00:09:54,451","That's me.","那就是我。"
"00:09:54,451 --> 00:09:57,611","And that's not how the money worked on the project.","而且這個專案的錢根本不是那樣運作的。"
"00:09:57,611 --> 00:10:00,606","Go and, oh why am I talking to you?","去……喔，我幹嘛跟你說這些？"
"00:10:00,606 --> 00:10:02,915","Schafer: [High pitched voice] I was disappointed in your game.","Schafer：[尖聲] 我對你的遊戲很失望。"
"00:10:02,915 --> 00:10:04,199","I just wanted you to know.","我只是想讓你知道。"
"00:10:04,199 --> 00:10:05,727","Schafer: You have a good point.","Schafer：你說得有道理。"
"00:10:05,727 --> 00:10:07,211","I should quit the games industry.","我應該退出遊戲業。"
"00:10:07,211 --> 00:10:13,405","Schafer: Yay! You fans.","Schafer：耶！你們這些粉絲。"
"00:10:13,405 --> 00:10:16,083","I am excited about all the things you're asking me about.","你們問我的那些東西，我都很期待。"
"00:10:16,083 --> 00:10:18,772","I am really, I am excited about coming on the iPad.","我真的很期待它登上 iPad。"
"00:10:18,772 --> 00:10:23,990","I'm hoping people who have never played adventure games will give it a shot and like it and play it.","我希望從來沒玩過冒險遊戲的人願意試試看，然後喜歡它、玩下去。"
"00:10:23,990 --> 00:10:27,045","But we didn't, you know, dumb the game down for them.","但我們沒有為了他們把遊戲做笨。"
"00:10:27,045 --> 00:10:29,984","We just made it the way we wanted to make it.","我們只是照自己想做的方式去做。"
"00:10:29,984 --> 00:10:32,001","Offscreen Voice: How much time do you have left to work on this?","畫外音：你還剩多少時間可以做這個？"
"00:10:32,001 --> 00:10:35,722","'Cause it seems like people are starting to roll back into Broken Age.","因為看起來大家開始回到《Broken Age》了。"
"00:10:35,722 --> 00:10:36,874","Franzke: Yes. Yeah.","Franzke：對。對。"
"00:10:36,874 --> 00:10:40,132","I mean, this is the other thing that's always been happening right now.","我是說，這也是現在一直在發生的另一件事。"
"00:10:40,132 --> 00:10:45,442","We're kind of also working on starting to work on Act Two, which is nice.","我們也算是開始著手第二幕了，這很好。"
"00:10:45,442 --> 00:10:46,856","Schafer: Let's talk about Red's.","Schafer：來聊聊 Red’s 吧。"
"00:10:46,856 --> 00:10:48,233","Remember Red's, it's not done yet.","還記得 Red’s 嗎？它還沒完成。"
"00:10:48,233 --> 00:10:49,583","Part One is up.","第一幕已經上了。"
"00:10:49,583 --> 00:10:51,225","Part Two we got to do now.","第二幕現在得做了。"
"00:10:51,225 --> 00:10:52,231","Schafer: That was crazy.","Schafer：那真的很瘋狂。"
"00:10:52,231 --> 00:10:58,577","I've never, would never have done anything like that where we shipped something and then immediately, except for like Kinect Party.","我從來沒有做過那種推出某個東西後馬上又要回去做的事，除了像《Kinect Party》那樣。"
"00:10:58,577 --> 00:11:01,031","But I've never had to go back into a game after finishing it.","但我從來沒有在完成一款遊戲後，還得再回到那款遊戲裡。"
"00:11:01,031 --> 00:11:07,863","Usually like, I finish the game and I immediately like look away from it and just walk off into the desert and never look at it again.","通常我做完遊戲後，會立刻把視線移開，走進沙漠，再也不回頭看它。"
"00:11:07,863 --> 00:11:10,068","Until like ten years later or something like that.","直到十年後之類的。"
"00:11:10,068 --> 00:11:13,849","Schafer: Well, we're so used to like shipping a game and then mentally your brain starts to heal and close off,","Schafer：我們太習慣推出一款遊戲後，腦袋就開始復原、封閉起來，"
"00:11:13,849 --> 00:11:17,559","like, it's like you would like, like you have a baby.","就像生完小孩一樣。"
"00:11:17,559 --> 00:11:20,605","You know how it is when you guys have a baby, right?","你們知道生小孩之後是什麼感覺吧？"
"00:11:20,605 --> 00:11:23,786","You like, and then your body starts, all right, let's pretend that never happened.","然後你的身體就開始說，好吧，我們假裝那件事沒發生過。"
"00:11:23,786 --> 00:11:25,098","Let's just heal up, umm.","先好好恢復一下，嗯。"
"00:11:25,098 --> 00:11:29,098","But no. It's like, there's twins.","但這次不是。這就像雙胞胎。"
"00:11:29,098 --> 00:11:30,277","There's another one coming.","還有另一個要來。"
"00:11:30,277 --> 00:11:32,472","Rice: Yay, twins.","Rice：耶，雙胞胎。"
"00:11:32,472 --> 00:11:35,571","Schafer: And so, normally I would just be like, OK, that's done.","Schafer：所以通常我會想，好，結束了。"
"00:11:35,571 --> 00:11:36,610","You know, what's next?","接下來是什麼？"
"00:11:36,610 --> 00:11:41,267","But it's like, oh yeah, there's a whole other part of the meaty part of the story that we have to get into.","但現在是，喔對，故事還有另一大塊真正有肉的部分得處理。"
"00:11:41,267 --> 00:11:45,024","Like explaining all the crazy stuff that happened in Act One.","像是解釋第一幕裡發生的那些瘋狂事情。"
"00:11:45,024 --> 00:11:48,044","Schafer: And Lee, you're still on, you're still working on it or you're?","Schafer：Lee，你還在這個專案上，還在做嗎？還是？"
"00:11:48,044 --> 00:11:50,194","Petty: You seem surprised.","Petty：你看起來很驚訝。"
"00:11:50,194 --> 00:11:51,830","Schafer: I just know you're in demand.","Schafer：我只是知道你很搶手。"
"00:11:51,830 --> 00:11:53,230","Petty: You're in the office?","Petty：你在辦公室嗎？"
"00:11:53,230 --> 00:11:54,598","Petty: Here's all Act Two's threads I started.","Petty：這是我開始整理的所有第二幕線索。"
"00:11:54,598 --> 00:11:57,325","So these are all some of the concepts works we've been doing.","這些都是我們做的一些概念工作。"
"00:11:57,325 --> 00:12:05,193","So you can see some of them are revisiting characters or like changes to recurring characters or scene modifications from Act One, new props.","你可以看到，有些是在重訪角色，或是調整重複出現的角色、修改第一幕的場景，還有新道具。"
"00:12:05,193 --> 00:12:07,498","Or here's, here's like a puzzles one, you know.","或是這裡，這像是謎題相關的。"
"00:12:07,498 --> 00:12:13,231","Curtis is now into metal working so he had all these, he needed a table in his room.","Curtis 現在迷上金工，所以他有這些東西，他房間裡需要一張桌子。"
"00:12:13,231 --> 00:12:16,830","So we were trying to figure out the positioning of the table and what they needed to do","所以我們在想桌子要怎麼擺，以及他們需要做什麼，"
"00:12:16,830 --> 00:12:20,817","and Tim was like, yeah, that looks too useful with all those tongs on there.","Tim 就說，對，那上面有那麼多夾鉗，看起來太有用了。"
"00:12:20,817 --> 00:12:21,798","Get rid of the tongs.","把夾鉗拿掉。"
"00:12:21,798 --> 00:12:22,889","And hey, those guys are too far apart.","然後，嘿，那兩個傢伙離太遠了。"
"00:12:22,889 --> 00:12:24,177","They can't be in a cut scene together.","他們不能一起出現在過場動畫裡。"
"00:12:24,177 --> 00:12:27,519","So I'm like, oh, what I'm hearing is like, yeah, that's great but now they're blocking the molds.","所以我就想，喔，我聽到的是，對，那很好，但現在他們擋住模具了。"
"00:12:27,519 --> 00:12:28,833","So put them here and here.","那就把他們放這裡和這裡。"
"00:12:28,833 --> 00:12:34,186","So we're kind of like, I'm trying to just work through as much as that as fast as possible without having to program anything.","所以我現在就是想在不需要寫程式的情況下，盡快把這些東西都推過一遍。"
"00:12:34,186 --> 00:12:39,114","And I mentioned story beats so Bagel's did a lot of these early on as he kind of went through that.","我剛提到故事節拍，Bagel 早期在整理時做了很多這類東西。"
"00:12:39,114 --> 00:12:43,941","Yeah, so a lot of this stuff is just like, you know, we're both kind of working on different aspects of the same thing, you know.","對，所以很多事情就是，我們兩個都在處理同一件事的不同面向。"
"00:12:43,941 --> 00:12:46,295","Just kind of like print a breakdown, what the characters might be doing.","有點像先印出一份拆解，看看角色可能會做什麼。"
"00:12:46,295 --> 00:12:50,115","I was trying to breakdown what changes to the space and puzzles would have on that.","我則是在拆解空間和謎題的變化會造成什麼影響。"
"00:12:50,115 --> 00:12:56,620","Schafer: Right now on the project I think our animators are all out in the field, free-ranging across the company, helping out.","Schafer：現在這個專案上，我覺得我們的動畫師都放出去野放了，在公司各處幫忙。"
"00:12:56,620 --> 00:13:02,021","But our programmers are still on and we're going to meet today with anyone who's still around","但我們的程式設計師還在，今天我們會和還留在這裡的人開會，"
"00:13:02,021 --> 00:13:05,400","to talk about the puzzles for Act Two and get that kicked off.","聊第二幕的謎題，讓這件事正式開始。"
"00:13:05,400 --> 00:13:06,268","Schafer: Welcome, everybody.","Schafer：歡迎大家。"
"00:13:06,268 --> 00:13:10,429","Thank you for coming and still being on the Red's team, even though we shipped some of it.","謝謝你們來，也謝謝你們即使我們已經推出了一部分，還留在 Red’s 團隊。"
"00:13:10,429 --> 00:13:11,848","Kipnis: Unlike some people.","Kipnis：不像某些人。"
"00:13:11,848 --> 00:13:14,459","Petty: Yeah, I'm like, Schafer: What is wrong with the artists?","Petty：對，我就像…… Schafer：美術到底怎麼了？"
"00:13:14,460 --> 00:13:16,020","Johnny-come-lately's.","遲來的 Johnny 們。"
"00:13:16,020 --> 00:13:17,441","Petty: That's not everybody at all.","Petty：才不是所有人都這樣。"
"00:13:17,441 --> 00:13:18,441","Schafer: Johnny-leave-early's.","Schafer：早退的 Johnny 們。"
"00:13:18,441 --> 00:13:19,320","Kipnis: Johnny-leave-early's.","Kipnis：早退的 Johnny 們。"
"00:13:20,380 --> 00:13:28,928","Schafer: Those people who do what we've asked them to do Schafer: So we could get this design all straightened away","Schafer：那些只是照我們要求去做的人。Schafer：所以我們可以把這個設計全部整理好，"
"00:13:28,928 --> 00:13:32,286","and start implementing it, Franzke: We're done?","然後開始實作。Franzke：我們做完了？"
"00:13:32,286 --> 00:13:33,444","Schafer: And then we're done, right?","Schafer：然後我們就完成了，對吧？"
"00:13:33,444 --> 00:13:34,715","I don't even know if there's a schedule.","我甚至不知道有沒有時程。"
"00:13:34,715 --> 00:13:36,758","We have a schedule?","我們有時程嗎？"
"00:13:36,758 --> 00:13:40,804","But we'll probably have a better schedule after we get this design all, actually tasked away.","但等我們把這些設計都整理好，實際拆成工作後，應該會有更好的時程。"
"00:13:40,804 --> 00:13:41,604","Petty: Well, yeah.","Petty：嗯，對。"
