"Timecode","Content","Content_zh"
"00:03:58,180 --> 00:04:01,880","The interior and the exterior in two weeks, right? Rice: Yep.","內部和外部都要在兩週內，對吧？Rice：對。"
"00:04:02,600 --> 00:04:05,700","Schafer: Has that been proven to work by January? Or April?","Schafer：這真的已經證明一月前可行了嗎？還是四月？"
"00:04:06,040 --> 00:04:08,766","Rice: Yeah, I mean as far as, like as accurate as we can get.","Rice：對，我是說，就我們能估到的準確程度來看。"
"00:04:08,766 --> 00:04:11,303","Like we're, Schafer: You did already or...","像我們…… Schafer：你們已經做過了，還是……"
"00:04:11,303 --> 00:04:12,988","Hansen: We quantified that. Schafer: OK.","Hansen：我們量化過了。Schafer：好。"
"00:04:12,988 --> 00:04:18,787","Rice: Yeah. We went through and like assigned what each of those scenes, how complex they are compared to an average scene, which we called the Galley.","Rice：對，我們把那些場景一個個看過，評估它們相對於平均場景有多複雜；那個平均場景我們叫 Galley。"
"00:04:19,320 --> 00:04:24,558","And ran the numbers on all of it and that's how we figured out like how many scenes and what type we can get.","然後把數字都算過，才估出我們能做多少場景、哪些類型。"
"00:04:24,834 --> 00:04:28,265","So there's a little bit of fudging there, like if you have scenes that are super-complex,","所以這裡有一點估算空間，例如如果場景超複雜，"
"00:04:28,265 --> 00:04:31,085","that's going to count as more than something that's a hallway.","它就會比走廊之類的東西算更多。"
"00:04:31,840 --> 00:04:35,614","Schafer: It also shows the consequences of if we don't get that Dead Eye done in two weeks.","Schafer：這也顯示，如果 Dead Eye 不能在兩週內完成，後果會是什麼。"
"00:04:35,620 --> 00:04:38,420","You see there's no other room for it to go into expect for the push.","你看，除了往後推，沒有其他地方能塞。"
"00:04:39,080 --> 00:04:39,780","Rice: Yeah.","Rice：對。"
"00:04:39,780 --> 00:04:44,620","Schafer: Push all the other dates out, which would be a huge problem because the deadline in January","Schafer：把其他日期全往後推，這會是大問題，因為一月的期限"
"00:04:44,623 --> 00:04:50,923","is a revenue-based deadline, basically that Justin says he needs that revenue in January or…","基本上是跟收入有關的期限， Justin 說他一月需要那筆收入，不然……"
"00:04:52,280 --> 00:04:58,600","Bailey: The reason the game must be done in January is because that's at the time we've run out of funds for that game.","Bailey：遊戲一定要在一月完成，是因為到那時我們這款遊戲的資金就用完了。"
"00:04:58,920 --> 00:05:02,855","We're taking all the funds the studio makes and putting it into Broken Age.","我們把工作室賺到的資金全都投進《Broken Age》。"
"00:05:02,880 --> 00:05:04,108","Like all of them.","真的是全部。"
"00:05:04,200 --> 00:05:13,637","So, but it becomes, in January, this comes this point in time where floating that big of a team on an ongoing basis","所以到了一月，就會到一個時間點，繼續養這麼大的團隊，"
"00:05:13,816 --> 00:05:18,316","just can't be done out of our own royalties and our own profits of the studio.","光靠工作室自己的權利金和利潤，已經撐不下去。"
"00:05:18,540 --> 00:05:20,020","Like it breaks at that time.","那時候就會斷掉。"
"00:05:20,580 --> 00:05:25,140","So yeah, we just, we have to ship something and have to start making some money off that project.","所以對，我們必須推出一些東西，開始從這個專案賺到一點錢。"
"00:05:26,280 --> 00:05:31,998","Peck: It's a little surprising that we have four weeks for spaceship Beta, given how far we've taken it.","Peck：考慮到我們已經做到這個程度，太空船 Beta 還有四週有點令人意外。"
"00:05:32,000 --> 00:05:33,924","Rice: Yeah, and I think so, too.","Rice：我也這麼想。"
"00:05:33,924 --> 00:05:38,248","It's weird when you look at that stuff, but the reasons are like if you look at this list,","你看那些東西會覺得奇怪，但原因是，如果你看這張清單，"
"00:05:38,558 --> 00:05:45,056","the amount of scenes in the spaceship are pretty much equal to the amount of scenes in the entire girl's world.","太空船裡的場景數量，幾乎等於整個女孩世界的場景數量。"
"00:05:45,290 --> 00:05:48,443","And you know there is, Lee: Animation.","而且你知道，還有…… Lee：動畫。"
"00:05:48,443 --> 00:05:49,823","I mean you got to do all the final animation.","我是說，所有最終動畫都得做。"
"00:05:49,823 --> 00:05:51,383","Rice: All the animation, Lee: a lot of cut scenes.","Rice：所有動畫。Lee：還有很多過場動畫。"
"00:05:51,383 --> 00:05:55,954","Schafer: And the thing about that is, is that this, because this is so tight and uncomfortable and there's not a big space for like,","Schafer：問題是，因為這個時程很緊、很不舒服，也沒有太多空間給，"
"00:05:56,260 --> 00:06:00,402","there's some play-test feedback in here but it's not like a month of just play-test feedback or two,","這裡有一些試玩測試回饋，但不是我們真正想要的那種，整整一兩個月只處理試玩回饋。"
"00:06:00,402 --> 00:06:01,662","which is what we'd really like.","這才是我們真正想要的。"
"00:06:01,900 --> 00:06:06,000","So I think we're always going to have to be looking at places where we're finishing some things early","所以我想我們總得找個地方 早點完成一些事情"
"00:06:06,000 --> 00:06:10,183","and if that four weeks sounds like a lot of time, that maybe hopefully it means that the game play programmers","如果那四週聽起來很多，也許希望這代表 gameplay 程式設計師"
"00:06:10,183 --> 00:06:14,363","could get ahead to create that buffer where we actually do have like a month to play-test feedback.","能先往前趕，創造出緩衝，讓我們真的有大概一個月可以處理試玩回饋。"
"00:06:14,363 --> 00:06:15,383","That would be awesome.","那就太棒了。"
"00:06:15,700 --> 00:06:19,480","Schafer: The schedule's done and I want it to be a little more like a home run","Schafer：時程排好了，但我希望它更像是穩贏的全壘打，"
"00:06:19,480 --> 00:06:22,526","than it is, because it's kind of like yeah, it looks on paper like we can do it,","而不是現在這樣；因為它有點像，紙面上看起來我們做得到，"
"00:06:22,526 --> 00:06:24,214","but there's not a lot of wiggle room.","但沒有太多迴旋空間。"
"00:06:24,220 --> 00:06:28,740","And normally you want a lot of buffer time because things always do go wrong and take longer than you thought.","通常你會想要很多緩衝時間，因為事情總是會出錯，也會比你想的更久。"
"00:06:29,200 --> 00:06:34,210","So I think we just have a little more work to do on it to make sure we have enough buffer room in it.","所以我覺得我們還得再調一下，確保裡面有足夠緩衝。"
"00:06:34,210 --> 00:06:38,616","Or we have to go along every time we get something done, try and get it done a little early.","或者我們得每完成一件事，都試著提早一點完成。"
"00:06:38,620 --> 00:06:39,816","But that's always kind of like dreaming.","但那總是有點像做夢。"
"00:06:39,820 --> 00:06:40,980","Like every project, you want to do that.","每個專案都會想這樣。"
"00:06:40,980 --> 00:06:43,980","Like, oh, let's just get everything done a little bit early and then we'll build up a buffer time.","像是，喔，我們就把所有東西都提早一點做完，然後累積緩衝時間。"
"00:06:43,980 --> 00:06:46,934","But I haven't, haven't ever seen that really happen.","但我從來沒看過那真的發生。"
"00:06:46,940 --> 00:06:48,060","Rice: Do we have other thoughts?","Rice：還有其他想法嗎？"
"00:06:49,220 --> 00:06:50,220","Questions?","有問題嗎？"
"00:06:50,220 --> 00:06:55,520","This thing's all alive so it's really easy to plug numbers in it and change them around and see where it goes,","這東西都是活的，所以很容易把數字放進去、改來改去，看結果會往哪走。"
"00:06:58,660 --> 00:07:05,100","Schafer: I think the, doing early access for the game impacts Oliver the most.","Schafer：我覺得幫遊戲做 Early Access，受影響最大的是 Oliver。"
"00:07:05,200 --> 00:07:09,171","Because his stuff has to be done.","因為他的東西一定得完成。"
"00:07:09,180 --> 00:07:11,240","His system work has to be done in January.","他的系統工作一月就必須完成。"
"00:07:11,440 --> 00:07:16,553","He's got to have a shippable product in January, which means all the, there's a lot of like stuff that, you know,","他一月就得有可以推出的產品，也就是說，很多那種你知道的東西，"
"00:07:16,560 --> 00:07:21,020","you tend to have pushed off to the end of the project, just the kind of like, maybe it's optimization","通常會被推到專案最後才做，像是最佳化，"
"00:07:21,020 --> 00:07:24,160","or just wrapping things up to make sure that they're airtight.","或是收尾，確保東西都萬無一失。"
"00:07:24,160 --> 00:07:26,280","You know, that all has to happen a lot earlier.","那些都得更早發生。"
"00:07:26,623 --> 00:07:28,323","And that's probably hardest on him.","這對他大概最辛苦。"
"00:07:29,860 --> 00:07:34,220","Rice: Yeah. I mean, I guess the only thing is just, just know going into starting on Monday,","Rice：對。我的意思是，唯一要知道的是，週一開始時，"
"00:07:34,372 --> 00:07:38,380","we're spending three months on Sugar Bunting and then, three weeks...","我們要花三個月做 Sugar Bunting，然後三週……"
"00:07:38,380 --> 00:07:39,780","Schafer: Three months! Three months!","Schafer：三個月！三個月！"
"00:07:39,780 --> 00:07:40,752","Rice: God, I wish.","Rice：天啊，我也希望是。"
"00:07:41,180 --> 00:07:43,860","No, three weeks on Sugar Bunting and then moving on, so.","不，是 Sugar Bunting 三週，然後就繼續往下做。"
"00:07:43,860 --> 00:07:45,340","I mean, you can see why.","我是說，你看得出原因。"
"00:07:45,880 --> 00:07:52,424","Schafer: OK. I wrote a thing explaining the early access stuff to the backers and we'll do an update on Monday.","Schafer：好。我寫了一篇文章，向贊助者解釋 Early Access 的事，我們週一會更新。"
"00:07:53,120 --> 00:07:56,980","That is, a full-on update with the episode on Monday?No.","也就是說，週一會是完整更新加上那集嗎？不。"
"00:07:56,980 --> 00:08:00,291","Rice: No. Episode will be Tuesday; I think you're just going to post in the forums, like.","Rice：不。那集會週二上；我想你只是會在論壇發文。"
"00:08:00,480 --> 00:08:03,760","Schafer: So when is Chris writing an update, on Tuesday.","Schafer：所以 Chris 是週二寫更新？"
"00:08:04,471 --> 00:08:05,951","Schafer: And that's the one that's attached to the episode.","Schafer：那篇才會附在該集旁邊。"
"00:08:08,740 --> 00:08:14,756","Schafer: In Red's this week we're having episode ten go out live, which is the one where we're talking our shipping plan.","Schafer：Red’s 這週會讓第十集上線，就是我們談推出計畫的那集。"
"00:08:14,947 --> 00:08:20,047","And so that could be very active, a very active week for the backers.","所以對贊助者來說，那可能會是非常熱鬧的一週。"
"00:08:22,340 --> 00:08:26,000","Active in just how much they love the new plan, talking about that is what I mean.","我是說，熱鬧在於他們多麼喜歡新計畫，大家會一直聊這件事。"
"00:08:26,000 --> 00:08:28,520","And then, Team Member: Is it going out today?","然後…… 團隊成員：今天會上線嗎？"
"00:08:28,520 --> 00:08:29,380","Schafer: Tomorrow.","Schafer：明天。"
"00:08:29,620 --> 00:08:32,100","Schafer: OK, here's my post. Long post.","Schafer：好，這是我的貼文。很長的一篇。"
"00:08:32,419 --> 00:08:34,119","I like the first thing; sounds great.","我喜歡第一個回應，聽起來很棒。。"
"00:08:34,120 --> 00:08:35,620","And so the wait for January begins.","所以一月的等待開始了"
"00:08:35,760 --> 00:08:37,187","What a pleasant fellow.","真是個和善的人。"
"00:08:37,600 --> 00:08:40,000","And what would we need the next one, mean and horrible.","那下一個我們需要什麼，刻薄又可怕的嗎？"
"00:08:40,440 --> 00:08:41,760","Sounds OK with me, chief.","我覺得可以，老大。"
"00:08:41,760 --> 00:08:42,840","See, like they're talking to me.","看，好像他們在跟我說話"
"00:08:42,840 --> 00:08:44,226","People are pretty polite.","人們很禮貌"
"00:08:44,260 --> 00:08:45,700","Yeah, see all these people are really positive about it.","對，看這些人都很樂觀"
"00:08:45,700 --> 00:08:48,169","I don't want to scroll down any farther in case someone says something mean.","我不想再往下捲，免得有人講難聽話。"
"00:08:48,460 --> 00:08:50,000","But let's see how long is this thread.","但來看看這串有多長。"
"00:08:50,000 --> 00:08:53,140","This is like three pages now, four, five.","現在大概三頁了，四、五頁。"
"00:08:56,340 --> 00:09:01,521","Schafer: We announced the new plan for releasing the game on our forums and our backers are pretty great about it.","Schafer：我們在論壇公布了遊戲的新發行計畫，贊助者的反應其實很棒。。"
"00:09:01,521 --> 00:09:02,734","I mean, they want to talk about it.","我是說，他們想討論這件事。"
"00:09:02,740 --> 00:09:06,491","They were, you know; want to make sure it was going to be a good thing.","他們想確認這會是一件好事。"
"00:09:06,500 --> 00:09:12,483","And I think we had a pretty good reaction to it, which is good, because I would like to have this be locked and settled","我覺得反應相當不錯，這很好，因為我希望這件事能定案，"
"00:09:12,483 --> 00:09:16,148","and just move on to working on the game and not worry about this.","然後繼續做遊戲，不要再擔心這個。"
"00:09:16,148 --> 00:09:21,019","But some press people took that out of our backer forums and put it up.","但有些媒體把它從贊助者論壇拿出去發了。"
"00:09:21,300 --> 00:09:27,220","Some of them put the entire post up, which is actually better than what others did, which is take a couple words here and there","有些人把整篇貼文都貼出去，這其實比其他人的做法好；其他人只截幾個字，"
"00:09:27,220 --> 00:09:30,520","and then put the headline as like ""Kickstarter Out of Money"".","然後下標像是「Kickstarter 沒錢了」。"
"00:09:30,760 --> 00:09:33,300","You know, like implying the whole things crashing and burning.","你知道，像是在暗示整件事要崩盤燒毀了。"
"00:09:33,920 --> 00:09:35,607","Bailey: Just eight news sources right now.","Bailey：目前只有八個新聞來源。"
"00:09:35,607 --> 00:09:38,087","Looks like it's got the Escapist.","看起來有 The Escapist。"
"00:09:39,200 --> 00:09:42,000","Double Fine wasn't being greedy with second Kickstarter.","「Double Fine 並不是因為第二個 Kickstarter 而貪婪。」"
"00:09:45,540 --> 00:09:50,060","I mean, there's a couple people that are just reacting like, oh crap, there goes, there goes Kickstarter.","我是說，有些人反應就是，喔糟了， Kickstarter 完蛋了。"
"00:09:50,060 --> 00:09:51,680","It's all a sham to begin with.","從一開始就是騙局。"
"00:09:51,680 --> 00:09:54,665","And other people are like, c'mon, right.","其他人則是，拜託，對吧。"
"00:09:55,276 --> 00:09:59,766","Schafer: They're just, there's this whole crowd of people who are dying for anti-Kickstarter news.","Schafer：就是有一整群人迫不及待想看到反 Kickstarter 的新聞。"
"00:09:59,766 --> 00:10:02,986","And I don't know why that is, but some people are just like, Argh, I hate this Kickstarter thing.","我不知道為什麼 但有些人覺得 我討厭 Kickstarter"
"00:10:02,986 --> 00:10:05,186","I can't wait for someone to just totally fuck it up.","我等不及看有人把它徹底搞砸。"
"00:10:05,186 --> 00:10:07,646","That's frustrating, but what are you going to do?","真讓人沮喪，但你打算怎麼辦？"
"00:10:08,140 --> 00:10:12,940","Just to make the game awesome, get it out there and then track them all down individually and kill them.","就只能把遊戲做得超棒，推出去，然後把他們一個個找出來殺掉。"
"00:10:15,440 --> 00:10:16,780","Bailey: There's some cynicism out there.","Bailey：外面是有一些犬儒情緒。"
"00:10:16,780 --> 00:10:19,406","I mean, there's skepticism and that's somewhat to be expected, right?","我是說，有懷疑是可以預期的，對吧？"
"00:10:19,406 --> 00:10:22,417","Because there hasn't been a big Kickstarter yet that's actually delivered.","因為還沒有哪個大型 Kickstarter 專案真正交付成果。"
"00:10:22,420 --> 00:10:26,080","So I mean, I can't blame too many people for being skeptical.","所以我不能怪太多人懷疑"
"00:10:26,860 --> 00:10:34,981","I think this all, you know, in the fullness of time will play itself out, so when people see the end product it'll, you know, people will forget about this.","我想這一切最後都會自己展開；等大家看到成品，就會忘了這件事。"
"00:10:35,400 --> 00:10:38,040","But right now there's, yeah, there's a bit of a shit storm.","但現在，對，是有點糞坑風暴。"
"00:10:44,220 --> 00:10:45,580","Rice: Yeah, do I look tired?","Rice：是啊，我看起來很累嗎？"
"00:10:48,140 --> 00:10:50,340","Rice: Longer than I should have been. Yeah.","Rice：比我本該長得多是啊。"
"00:10:51,380 --> 00:10:57,627","Remember how after the trailer we talked about how I looked at all those forums and everything was super-positive?","還記得預告片之後，我們聊到我看了那些論壇，一切都超正面嗎？"
"00:10:58,080 --> 00:11:00,300","It was definitely not the case last night.","昨晚肯定不是"
"00:11:00,300 --> 00:11:10,240","So yeah, I spent a lot of time reading all of those comments and trying to see what were actual points we should think about","所以，我花了很多時間來讀那些評論 試著看看我們該想點什麼"
"00:11:10,240 --> 00:11:12,860","and what is just kind of misinformed.","哪些只是被誤導。"
"00:11:13,420 --> 00:11:15,060","But yeah, I don't know.","但我不知道"
"00:11:15,060 --> 00:11:22,675","I mean, I think it's, our backers have been great about coming to our support and clarifying when people are giving kind of the wrong information","我是說，我覺得我們的贊助者很棒。，他們會站出來支持我們，當有人散播錯誤資訊時幫忙澄清。"
"00:11:22,680 --> 00:11:26,160","and things like that. Yeah.","諸如此類的事情。是啊。"
"00:11:26,400 --> 00:11:30,760","Schafer: We were basically all caught off guard with it leaking and then going negative so fast.","Schafer：這件事外流後又這麼快變負面，我們基本上都措手不及。"
"00:11:31,260 --> 00:11:36,683","'Cause it's like, 'cause the more I look at it, the more you're like OK, we're taking, we're making a bigger game than we Kickstarted.","因為我越看越覺得，好吧，我們是在做一款比 Kickstarter 原本承諾更大的遊戲。"
"00:11:37,240 --> 00:11:44,600","We are, we're delivering it later but we're paying with our own money for it and then doing this early access to fund the rest of it.","我們確實比較晚交付，但我們是用自己的錢在補，然後用 Early Access 來資助剩下的部分。"
"00:11:46,240 --> 00:11:52,353","And then to have that framed as a total scam and a rip-off by us, just is kind of mind boggling.","結果被塑造成我們在搞全面詐騙、敲竹槓，真的有點不可思議。"
"00:11:52,720 --> 00:11:59,240","Bailey: So basically the press leaked our stuff, which is a violation of our terms of use.","Bailey：所以基本上是媒體外流了我們的東西，違反了我們的使用條款。"
"00:11:59,760 --> 00:12:02,410","Remo: Because this is the thing when you're a journalist, like I've been a journalist","Remo：因為這就是你當記者的時候 就像我當記者一樣"
"00:12:02,410 --> 00:12:05,427","and I feel like it gives me a decent perspective on this stuff.","我覺得這能讓我對這些事有好處"
"00:12:05,427 --> 00:12:11,480","Because as soon as one person goes live with it, every single other person who publishes it is not violating shit.","因為只要有一個人先發出去，後面每個報導的人就都不算違反什麼鬼了。"
"00:12:11,480 --> 00:12:14,540","In fact, they're almost derelict in their duties for just ignoring it.","他們因為不理會而幾乎失職了"
"00:12:14,540 --> 00:12:18,475","Because as far as they're, from their perspective, it's public information that's already out there.","因為從他們的觀點來看 已經是公共資訊了"
"00:12:18,480 --> 00:12:27,462","So you're being actually just kind of a weird like lackey to some developer if you're just saying, well, they wanted me to not do it.","如果你只是說，好吧，他們希望我不要報，那你反而像是某個開發商奇怪的走狗。"
"00:12:27,462 --> 00:12:28,522","Rice: That was the case.","Rice：就是這樣"
"00:12:28,522 --> 00:12:30,834","Like once one person broke it, then now it's public.","只要有一個人爆出來，現在它就是公開資訊了。"
"00:12:32,160 --> 00:12:36,252","Schafer: Then looking back on it, we could have done a lot of things different, but I don't want to learn the lesson.","Schafer：回頭看，我們本來可以有很多不同做法，但我不想學到那個教訓。"
"00:12:36,260 --> 00:12:39,160","The most obvious lesson that you could learn from that, is that you should be less transparent.","你從中可以學到的最明顯的教訓是 你應該少點透明度"
"00:12:39,160 --> 00:12:44,020","Like OK, we were just so open and transparent and all that, that we could have probably like,","像是，好，我們太開放、太透明了，所以我們也許本來可以，"
"00:12:44,180 --> 00:12:49,200","we could have probably massaged that message better and hid a lot of stuff, but I don't know if that's really the lesson","把訊息包裝得更好，藏起很多東西，但我不知道這是不是我真的想學到的教訓。"
"00:12:49,200 --> 00:12:50,980","I want to learn from that, you know what I mean?","我想從中學習，你知道我的意思嗎？"
"00:12:50,980 --> 00:12:56,469","Like if we had hid the whole thing and just been like, you know, every three months push the launch date out three months","如果我們把整件事藏起來，只是像大多數遊戲公司那樣，"
"00:12:56,469 --> 00:12:59,393","like most companies do with games, so they just slip it out.","每三個月把發行日往後推三個月，慢慢滑出去。"
"00:12:59,700 --> 00:13:00,680","And then, then hey!","然後，然後，然後嘿！"
"00:13:00,680 --> 00:13:04,015","By the way, I know it's not coming out 'til May, but here's an early access thing in January.","順帶一提，我知道它要到五月才出，但一月有 Early Access。"
"00:13:04,020 --> 00:13:06,600","That's a great thing, everyone would have been wow, that's great.","那就會變成很棒。的事，大家都會覺得，哇，太好了。"
"00:13:08,500 --> 00:13:12,748","So being more secretive could have protected us from that, from that bad public response.","所以更保密也許能保護我們，免於遭遇那種負面的公開反應。"
"00:13:12,748 --> 00:13:17,818","But that goes against everything that we're trying to do with the project, was to be completely open and show everybody everything.","但那違背了我們做這個專案的一切初衷：完全公開，讓大家看到所有事情。"
"00:13:17,820 --> 00:13:20,491","Remo: Part of it's also this was just like a learning experience for us in a way.","Remo：部分原因也是 這就像我們學習的經驗"
"00:13:20,491 --> 00:13:25,311","I think that even if we do have another thing that is this significant that we're putting out there,","我想即使我們有另外一件重要的事情 被我們放出來"
"00:13:25,320 --> 00:13:30,940","I think we would just, knowing this was going to happen, probably could have done it a little smarter.","我覺得我們如果知道會發生這種事，也許可以做得聰明一點。"
"00:13:31,120 --> 00:13:34,625","At the time, I don't know how we would have necessarily had that foresight.","當時我不知道我們怎麼會有這種預感"
"00:13:34,780 --> 00:13:39,540","Like to the degree it would have been necessary, but I think we just need to be more careful.","盡管如此 但我們需要小心一點"
"00:13:40,560 --> 00:13:45,770","Schafer: And now it's out there and whatever, you know, the press makes of it or whatever weird comments we get from people","Schafer：現在它就在外面 不管媒體怎麼說 或是我們從別人那裡得到的奇怪評論"
"00:13:45,770 --> 00:13:48,648","who weren't backers, that's over.","不是贊助者的人那些話，就到此為止了。"
"00:13:48,900 --> 00:13:58,100","Well, it might go on tonight and tomorrow, but we production-wise have moved past that and are just now focusing on the game.","好吧，今晚和明天可能還會繼續，但製作上我們已經跨過去了，現在就是專注做遊戲。"
"00:14:05,460 --> 00:14:05,960","Schafer: Hello.","Schafer：你好"
"00:14:08,266 --> 00:14:09,317","Schafer: Oh man, look at that.","Schafer：喔，天啊，看看那。"
"00:14:09,317 --> 00:14:11,782","It's like the whole town.","就像整座城市"
"00:14:11,782 --> 00:14:15,466","The whole town looks like it's got sugar, like little sugar canisters; that's awesome.","整個鎮看起來像灑滿糖，像一個個小糖罐，太棒了。"
"00:14:15,466 --> 00:14:22,977","Gardner: Right now we're kind of like in the middle of switching from, I mean I'm sure you've heard from the spaceship to the Vella's","Gardner：現在我們差不多正在從太空船切換到 Vella 那邊，"
"00:14:22,977 --> 00:14:25,928","like neighborhood and baker town and all that stuff.","像是她的鄰里、麵包小鎮那些東西。"
"00:14:25,928 --> 00:14:28,277","Roberts: Yeah, this is the first shot that they'll see.","Roberts：對，這是他們會看到的第一個鏡頭。"
"00:14:28,277 --> 00:14:36,756","And so what we're doing is layouts right now, where we're just basically getting the staging with the art backgrounds","所以我們現在做的是 layout，基本上就是把美術背景和角色的調度先擺進去，"
"00:14:36,756 --> 00:14:40,170","and the characters in and we're doing what we call rough blocking.","也就是我們稱為 rough blocking 的東西。"
"00:14:40,170 --> 00:14:45,706","So in the play-throughs we can all watch it with Tim and everybody and just say, OK, does that work?","這樣在完整遊玩時，我們就能和 Tim 還有大家一起看，然後說，好，這樣行嗎？"
"00:14:45,706 --> 00:14:50,445","Does this work with the game?","這對遊戲有用嗎？"
"00:14:50,445 --> 00:14:52,743","Schafer: It's pretty important, I guess, that we figure out where everyone's standing.","Schafer：我想我們必須找出大家的立場"
"00:14:52,743 --> 00:14:55,844","Because this is like the, like the final resting place for everyone, do you think?","因為這像是大家最後會停留的位置，你覺得呢？"
"00:14:55,844 --> 00:14:57,110","Where we want them?","我們要他們去哪兒？"
"00:14:57,110 --> 00:14:58,319","Petty: The witch is facing the wrong way.","Petty：女巫面向錯了。"
"00:14:58,319 --> 00:15:04,486","She should be facing towards the cake, but we needed enough space for you to be able to walk around without accidentally clicking on someone.","她應該正對著蛋糕 但我們需要足夠的空間 讓你可以不意外地點擊某人"
"00:15:04,486 --> 00:15:06,434","And that was, that was where we wound up.","結果位置就變成那樣。"
"00:15:06,434 --> 00:15:10,104","Schafer: He could also be shoved facing left over here more.","Schafer：他也可能被推到左邊"
"00:15:10,104 --> 00:15:12,604","'Cause this thing is, this is a kind of unnecessary thing...","因為這事情是，這是一種不必要的事情……"
"00:15:12,604 --> 00:15:13,575","Petty: We can just paint that out.","Petty：我們可以直接把那塊修掉。"
