"Timecode","Content","Content_zh"
"00:04:47,640 --> 00:04:49,000","Schafer: He's like my Danny Elfman.","Schafer：他就像我的 Danny Elfman。"
"00:04:49,000 --> 00:04:50,321","He can do Danny Elfman if you ask him to.","如果你要他做 Danny Elfman 風格，他也做得到。"
"00:04:50,940 --> 00:04:53,140","McConnell: I'm just thinking about instruments, you know.","McConnell：我只是在想樂器。"
"00:04:53,140 --> 00:04:56,278","I'm thinking about styles and I'm probably going to have to think quite a bit about it,","我在想風格，可能得花不少時間思考，"
"00:04:56,280 --> 00:04:59,900","because it's, I mean, I have some things that are popping into my head.","因為我是說，我腦中已經冒出一些東西。"
"00:04:59,900 --> 00:05:03,935","I don't know if they're probably way jumping the gun at this point.","但我不知道現在想這些會不會太早。"
"00:05:03,940 --> 00:05:16,340","But what comes to mind about, about a world where things are being made for you and it's like a playroom a little bit, is a music box.","不過想到一個什麼都替你準備好、又有點像遊戲室的世界，我腦中浮現的是音樂盒。"
"00:05:18,460 --> 00:05:21,040","And you know, a little bit like Mr. Roger's Neighborhood, which…","還有一點像《羅傑先生的鄰居》，就是……"
"00:05:21,040 --> 00:05:22,887","Schafer: It also has that repetitive quality to it.","Schafer：它也有那種重複的特質。"
"00:05:23,160 --> 00:05:27,790","Because the game is going to start in this like, his routine is the same every day, even though it's drastically different.","因為遊戲一開始會是這樣，他每天的例行公事都一樣，雖然內容非常不一樣。"
"00:05:27,790 --> 00:05:30,625","It's really like he wakes up, the robots dress him.","就像他醒來，機器人替他穿衣服。"
"00:05:30,625 --> 00:05:34,141","You know, the arms just come out of nowhere and make him dinner, food.","機械手臂突然冒出來，替他準備晚餐、食物。"
"00:05:34,141 --> 00:05:38,678","And then when he busts out and he's doing actual 90's, 80's creepy space adventure.","等他逃出去之後，就進入真正那種八、九零年代詭異太空冒險。"
"00:05:38,980 --> 00:05:40,888","Or 2001 like.","或者像《2001 太空漫遊》那樣。"
"00:05:40,888 --> 00:05:42,488","McConnell: Yeah. Schafer: Yeah.","McConnell：對。Schafer：對。"
"00:05:42,488 --> 00:05:51,260","McConnell: Then 2001 would be, 2001 will be hard to do, you know, without a great big orchestra.","McConnell：那《2001 太空漫遊》就會很難，沒有大型管弦樂團很難做。"
"00:05:51,260 --> 00:05:52,900","And I don't think we have that.","而我想我們沒有那個。"
"00:05:52,900 --> 00:05:55,608","But I don't think, you know.","但我想，嗯……"
"00:05:56,000 --> 00:05:59,551","Schafer: And now it's like a little more like now we're running our own actual budget.","Schafer：現在比較像是我們真的在管理自己的預算。"
"00:05:59,560 --> 00:06:04,738","Schafer: It's like we have a certain amount of money in the budget for Peter, which means a certain amount of time.","Schafer：預算裡分給 Peter 的錢就那麼多，也就代表時間就那麼多。"
"00:06:04,740 --> 00:06:08,975","And we have to like wait until we're ready for him to be really effective in working.","所以我們得等到準備好了，讓他的工作能真正有效發揮。"
"00:06:08,980 --> 00:06:13,080","So we've got to be at a point where we can just tell him, here's a list of characters that need themes.","我們得進展到可以直接告訴他，這是需要主題曲的角色清單。"
"00:06:13,080 --> 00:06:18,523","Here's a list of areas, 'cause he's got to spread out his time so he doesn't just score the first two acts and then run out of time.","這是場景清單，因為他得分配好時間，不能只替前兩幕配完樂就沒時間了。"
"00:06:18,523 --> 00:06:22,245","So he's got to like spread it out, look at the whole game, think about the game play.","所以他得把時間攤開，看完整款遊戲，思考遊戲玩法。"
"00:06:22,500 --> 00:06:26,880","Then think about how much of that money he should save to pay for things like live musicians.","然後再想那筆錢要留多少來付現場樂手之類的費用。"
"00:06:27,340 --> 00:06:28,560","Studio time.","還有錄音室時間。"
"00:06:28,560 --> 00:06:32,780","McConnell: Yeah, I think there is going to have to be a signature piece, for sure.","McConnell：對，我覺得一定得有一首代表性的曲子。"
"00:06:32,780 --> 00:06:39,660","And that is, or you know, or two halves of the signature piece because you got these two worlds.","或者說，是一首代表曲的兩個半邊，因為你們有這兩個世界。"
"00:06:39,660 --> 00:06:41,510","Min: Yeah, yeah, that, too.","Min：對，對，那也是。"
"00:06:41,720 --> 00:06:43,360","Rice: It'll be interesting to see how we can handle that.","Rice：會很有趣，看我們要怎麼處理。"
"00:06:43,360 --> 00:06:50,020","You know, like if there're themes that persist in both their worlds or you know, funny little things to do to connect their two.","像是有沒有某些主題會貫穿他們兩個世界，或是用一些有趣的小東西把兩邊連起來。"
"00:06:50,020 --> 00:06:53,340","Min: I think that Pete's going to be able to knock that out pretty easily.","Min：我覺得 Pete 應該能很輕鬆搞定。"
"00:06:53,340 --> 00:06:59,380","I think it's more the initial, but then it's the same thing with Tim, you know, I mean you go crazy for two days","我覺得比較難的是一開始，但 Tim 也是一樣，你會先抓狂兩天，"
"00:06:59,380 --> 00:07:02,860","and then on the third day you just kind of come up with something.","然後第三天就會想出東西。"
"00:07:02,860 --> 00:07:04,858","You know, that's how creative magic happens.","創意魔法就是這樣發生的。"
"00:07:04,860 --> 00:07:09,622","I mean, and I think it's almost like you have to be patient with yourself and not, not panic.","我是說，我覺得你幾乎就是得對自己有耐心，不要慌。"
"00:07:10,320 --> 00:07:12,760","McConnell: You know, that backer money don't last forever.","McConnell：贊助者的錢可不是永遠花不完。"
"00:07:13,140 --> 00:07:14,680","Rice: That's the truth.","Rice：這倒是真的。"
"00:07:14,880 --> 00:07:24,260","Music Lumberjack: That's not a word, is it?","Music Lumberjack：那不是一個字，對吧？"
"00:07:24,260 --> 00:07:25,700","Tree: No. We're done here.","Tree：不是，我們到此為止。"
"00:07:25,800 --> 00:07:29,740","Kipnis: Yes! Schafer: Awesome. Done. Rice: Yeah.","Kipnis：太好了！Schafer：讚，完成。Rice：對。"
"00:07:29,740 --> 00:07:39,270","For the last four months we've spent in preproduction mode and it's been kind of exploratory phase of trying to figure out what the game is","過去四個月我們都處於前期製作模式，是一個探索階段，試著弄清楚這款遊戲到底是什麼，"
"00:07:39,270 --> 00:07:44,300","and both in terms of design, but also in how we're going to actually make that happen.","不只是在設計上，也包括我們實際上要怎麼把它做出來。"
"00:07:45,600 --> 00:07:52,247","But yeah, everyone's kind of had their own separate little tasks and those are all starting to converge now to where","不過對，每個人原本都有各自的小任務，現在那些事情都開始匯集起來，"
"00:07:52,247 --> 00:07:55,867","we're ready to start actually building a puzzle in the engine.","到了我們準備好在引擎裡實際做出一個謎題的階段。"
"00:07:55,980 --> 00:07:58,180","Crook: Actual production work is awesome.","Crook：真正進入製作很棒。"
"00:07:58,180 --> 00:08:01,740","Like we're going to go, this could get shipped.","像是我們要做的東西，真的有可能被推出去。"
"00:08:01,740 --> 00:08:02,340","Like this work.","像這些工作。"
"00:08:02,340 --> 00:08:03,480","Schafer: We'll see how it turns out.","Schafer：看看結果會怎樣。"
"00:08:03,480 --> 00:08:04,760","Crook: Yeah, we'll see.","Crook：對，看看吧。"
"00:08:04,760 --> 00:08:08,220","Rice: Ray Crook, Double Fine animator.","Rice：Ray Crook，Double Fine 動畫師。"
"00:08:08,340 --> 00:08:15,242","Yeah, Ray started on the project and he's been someone who's been at the company since like essentially the beginning.","對，Ray 開始加入這個專案了，他基本上從公司一開始就在這裡。"
"00:08:15,242 --> 00:08:21,181","Crook: I was excited to work with Tim again, because Brutal Legend was the last game that,","Crook：我很期待再次跟 Tim 合作，因為《Brütal Legend》是上一款……"
"00:08:21,181 --> 00:08:24,454","you know, we'd worked closely together on.","我們密切合作的遊戲。"
"00:08:24,460 --> 00:08:27,985","And so I was most excited just to work with him.","所以我最期待的就是跟他合作。"
"00:08:27,985 --> 00:08:32,025","But you know, I knew there would be cameras.","但我也知道會有攝影機。"
"00:08:33,260 --> 00:08:36,320","Crook: So I'm actually excited to be starting on that.","Crook：所以我其實很期待開始做那個。"
"00:08:36,980 --> 00:08:42,299","Crook: You know, the beginning of preproduction is really exciting and then it seems like eventually it gets kind of like,","Crook：前期製作一開始真的很讓人興奮，但到後來好像會變成，"
"00:08:42,299 --> 00:08:43,979","you're just kind of churning.","有點只是在原地消耗。"
"00:08:43,980 --> 00:08:49,050","You know, I guess just, let's just get this show on the road, you know, is sort of the way that it feels.","就會覺得，好啦，趕快開始動工吧。"
"00:08:49,050 --> 00:08:50,830","And that's where we are.","我們現在就是到這一步了。"
"00:08:53,340 --> 00:08:54,815","Schafer: Awesome. Bye.","Schafer：太棒了，拜。"
"00:08:54,940 --> 00:09:00,956","Crook: Tim has picked a puzzle, which we're calling First Playable.","Crook：Tim 選了一個謎題，我們稱它為 First Playable。"
"00:09:00,960 --> 00:09:03,960","Petty: So these are some of the stuff Peter gave me on Friday, right?","Petty：所以這些是 Peter 星期五給我的一些東西，對吧？"
"00:09:03,960 --> 00:09:09,020","And so I think this is the stuff we talked about when he was here, which is the idea of them having this little sacrificial island, which is awesome.","我想這就是他來的時候我們談過的東西，就是他們有一座小小的獻祭島，這很棒。"
"00:09:09,020 --> 00:09:14,334","Cakes, in a U. But I was still worried about like if you put this into game camera mode, game layout mode,","蛋糕排成 U 字形。但我還是擔心，如果把這個放進遊戲鏡頭模式、遊戲版面模式，"
"00:09:14,340 --> 00:09:15,940","that'd be kind of blocked up.","畫面會有點被擋住。"
"00:09:15,940 --> 00:09:18,260","And I did this real rough thing.","所以我做了一個很粗略的版本。"
"00:09:18,260 --> 00:09:19,940","I just got Peter's revision, right.","我剛拿到 Peter 的修改版，對。"
"00:09:19,940 --> 00:09:24,331","And so this was the idea like from a game camera you would be, you would kind of start here.","所以概念是從遊戲鏡頭來看，你大概會從這裡開始。"
"00:09:24,340 --> 00:09:27,260","So we could start with a pan and we kind of move up and we kind of…","我們可以從一個平移鏡頭開始，然後往上移，接著……"
"00:09:27,260 --> 00:09:35,217","Rice: But yeah, it's the scene where the main character, I mean main female character is being offered up for sacrifice to a monster.","Rice：對，這是主角，我是說女主角，被獻給怪物當祭品的場景。"
"00:09:35,260 --> 00:09:37,320","Schafer: Could it show up just behind the princess?","Schafer：它能不能就出現在公主後面？"
"00:09:37,320 --> 00:09:39,330","You just see something like feet?","只看到像腳之類的東西？"
"00:09:39,330 --> 00:09:41,050","Like what the fuck is it!? Petty: Yeah.","像是「那到底是什麼鬼！？」Petty：對。"
"00:09:41,050 --> 00:09:43,201","Schafer: You can't see it all, then it comes between, like oh my God!","Schafer：你看不到全貌，然後它插進中間，像是「我的天啊！」"
"00:09:43,201 --> 00:09:44,234","And it's gone.","然後就不見了。"
"00:09:44,600 --> 00:09:48,882","You just never see it up close until it gets, comes in here and like eats that one.","你一直不會近距離看到它，直到它進到這裡，像是把那個吃掉。"
"00:09:49,240 --> 00:09:55,006","Rice: Yeah, it's going to be a lot of work, for sure, because it's just a lot of animation and cut scenes.","Rice：對，這肯定會很費工，因為動畫和過場動畫真的很多。"
"00:09:55,006 --> 00:09:57,306","So it's going to be a tough one.","所以這會很硬。"
"00:09:57,580 --> 00:10:09,023","Stapley: So you're saying for the end of this sprint we're really going to try to get the, get the sacrifice feast all set up?","Stapley：所以你的意思是，這個 sprint 結束前，我們真的要試著把獻祭宴會整個架起來？"
"00:10:09,023 --> 00:10:16,740","'Cause that's the thing, like if every puzzle's going to have like say five or so new characters, that's like, kind of a lot of time.","因為問題就在這裡，如果每個謎題都會有大概五個新角色，那會花很多時間。"
"00:10:16,740 --> 00:10:21,490","Petty: Well, and that's exactly why we want to take this to finals, because it's just conjecture","Petty：對，這正是我們想把這個做到最終品質的原因，因為在那之前都只是猜測，"
"00:10:21,490 --> 00:10:23,912","until we kind of get an area to really know exactly how long.","直到我們真的做出一個區域，才會知道到底要花多久。"
"00:10:23,920 --> 00:10:25,909","I made estimates based on our progress.","我根據我們的進度做了估算。"
"00:10:25,909 --> 00:10:31,769","Petty: Like there's always this period that when you start any game where you're trying to, you're trying to build it,","Petty：任何遊戲剛開始時總有這樣一段時間，你試著把它做出來，"
"00:10:31,769 --> 00:10:39,138","you're trying to build something both at like artistically you're like yeah, it's the right mood, that's the right game play, that's the right look.","你試著做出某種東西，在美術上會覺得，對，這是正確的氣氛、正確的玩法、正確的樣子。"
"00:10:39,140 --> 00:10:46,082","But you're also trying to build something to get an idea of how long it takes you to build the rest of the game.","但你也在做一個東西，好讓自己知道做完剩下的遊戲需要多久。"
"00:10:46,082 --> 00:10:49,338","And part of that is you need, you need enough information about the rest of the game,","其中一部分是，你需要對遊戲其他部分有足夠資訊。"
"00:10:49,340 --> 00:10:52,534","like you know, there's always this theoretical ideal that you never get.","總是會有那種理論上很理想、但你永遠拿不到的狀態。"
"00:10:52,540 --> 00:10:57,100","Like the whole game is written, every puzzle's designed, you know, all the art direction's completely done.","像是整款遊戲都寫好了，每個謎題都設計好了，所有美術方向也都完全定案。"
"00:10:57,100 --> 00:11:02,336","I've never in my whatever years I've worked in the game industry, ever seen that happen.","我在遊戲業做了這麼多年，從來沒看過那種事發生。"
"00:11:02,340 --> 00:11:05,063","Some projects are closer to that than others.","有些專案會比較接近那種狀態。"
"00:11:05,063 --> 00:11:07,543","So there's a lot of uncertainty at that point.","所以那個階段會有很多不確定性。"
"00:11:07,600 --> 00:11:09,700","Stapley: Yeah, sounds good and scary.","Stapley：對，聽起來又好又可怕。"
"00:11:11,400 --> 00:11:13,279","Schafer: Bagel, why you so scared?","Schafer：Bagel，你幹嘛這麼怕？"
"00:11:13,280 --> 00:11:16,996","Stapley: I think because I haven't seen anything like in the game yet, you know.","Stapley：我想是因為我還沒在遊戲裡看到什麼東西。"
"00:11:17,000 --> 00:11:18,880","Like it's still the lumberjack dude.","現在還是那個伐木工老兄。"
"00:11:18,880 --> 00:11:26,471","I'd just love to see how easy it's going to be reshape things and put things in and take things out and change things and add things.","我只是很想看看重塑東西、放東西進去、拿東西出來、修改和新增會有多容易。"
"00:11:26,620 --> 00:11:31,049","Petty: What you really have to do, I think, is lay the best foundation you can.","Petty：我覺得你真正要做的，是盡可能打好基礎。"
"00:11:31,049 --> 00:11:35,599","Be mindful of what you're making and then just be clever as you're making the game.","清楚知道自己在做什麼，然後在做遊戲的過程中聰明應變。"
"00:11:35,600 --> 00:11:42,324","Look for opportunities to save time or to reuse things or to go in new directions that are just more efficient","尋找可以省時間、重複利用，或是走向更有效率新方向的機會，"
"00:11:42,324 --> 00:11:46,324","or take some of the lessons you've learned from the earlier areas and adapt your later areas to it.","或把前面區域學到的經驗，套用到後面的區域。"
"00:11:46,324 --> 00:11:52,044","So, that's, and that's, that's what I try and do and I think most people on the team try to do it in any game.","所以那就是我會努力做的事，我想團隊裡大多數人在任何遊戲裡也都會這麼做。"
"00:11:52,300 --> 00:12:03,064","[Music] Offscreen Voice: She wants to be skinny, right?","[音樂] 畫外音：她想變瘦，對吧？"
"00:12:03,064 --> 00:12:03,744","And look skinny.","看起來很瘦。"
"00:12:03,744 --> 00:12:06,507","So maybe it's something that helps her look slimmer sometime?","所以也許是某種能讓她看起來更苗條的東西？"
"00:12:06,507 --> 00:12:08,527","Schafer: Corset. Offscreen Voice: Yeah.","Schafer：馬甲。畫外音：對。"
"00:12:08,527 --> 00:12:10,427","Schafer: But you put corset on the buzzard.","Schafer：但你把馬甲穿在禿鷹身上。"
"00:12:11,900 --> 00:12:13,659","Oh, wait. That could be awesome.","喔，等等，那可能很棒。"
"00:12:13,660 --> 00:12:15,100","Offscreen Voice: That could be totally awesome.","畫外音：那可能超棒。"
"00:12:15,100 --> 00:12:18,720","Schafer: So strange. A corset buzzard with a drumstick in his arm.","Schafer：太怪了。一隻穿馬甲、手上拿雞腿的禿鷹。"
"00:12:18,720 --> 00:12:20,521","This is where I start getting interested.","這就是我開始感興趣的地方。"
"00:12:21,060 --> 00:12:27,316","Schafer: Like I haven't seen like the maiden feast thing all wired up yet, but that is in the game, I hear.","Schafer：我還沒看到 Maiden’s Feast 那段全都接起來，但我聽說它已經在遊戲裡了。"
"00:12:27,320 --> 00:12:28,461","Have you seen that?","你看過了嗎？"
"00:12:28,461 --> 00:12:30,001","I've been out of it in meetings.","我一直在開會，完全沒跟上。"
"00:12:30,940 --> 00:12:32,821","Things are happening so fast.","事情進展太快了。"
"00:12:32,900 --> 00:12:36,344","Petty: You know what did so far in it, is you know, we had this sort of layout drawing that we did.","Petty：目前我們做了什麼呢？我們有之前畫的那種版面草圖。"
"00:12:36,344 --> 00:12:39,707","And we took those layout drawings and cut them up.","我們把那些版面草圖切開。"
"00:12:39,707 --> 00:12:43,390","And you can sort of see things exist in the tool here in parallax.","你可以在工具裡看到這些東西以視差方式存在。"
"00:12:43,620 --> 00:12:48,706","We don't have the game camera authored or anything, like you know, you could rough in the game play right now if you wanted to.","我們還沒有正式設定遊戲鏡頭之類的，但如果你想，現在就可以先粗略做出玩法。"
"00:12:48,706 --> 00:12:50,455","This isn't the, a real monster design.","這還不是真正的怪物設計。"
"00:12:50,460 --> 00:12:51,957","That's not a real bird design.","那也不是真正的鳥類設計。"
"00:12:51,960 --> 00:12:59,382","Those aren't real character designs, but they are, you know, they have the underlying script components to them.","那些也不是真正的角色設計，但它們底下已經有腳本元件。"
"00:12:59,382 --> 00:13:03,985","And so, you know, once those, you can sort of see here this is just, if we run the game at this scene at the moment","所以你可以在這裡看到，如果我們現在執行這個場景，"
"00:13:03,985 --> 00:13:05,814","we don't actually have a main character.","其實還沒有主角。"
"00:13:06,040 --> 00:13:11,524","So you know, one could hookup dialogue and have proxy object dragging and all that sort of stuff.","所以我們可以接上對白，做代理物件拖曳之類的東西。"
"00:13:11,524 --> 00:13:17,332","So that's the biggest thing I want to do with it, was put enough of it together that Bagel could do some painting and learn from the painting.","我最想做的就是把它組到夠完整，讓 Bagel 可以畫一些圖，並從繪製過程中學到東西。"
"00:13:17,340 --> 00:13:20,740","And if the programmers want to script that one first they can.","如果程式設計師想先替那段寫腳本，也可以。"
"00:13:21,380 --> 00:13:25,800","Franzke: Stuff should go time-wise like, well, at least roughly, right, you need those animations","Franzke：時間安排上應該要，至少大致上對吧，你需要那些動畫。"
"00:13:25,800 --> 00:13:27,832","Kipnis: Think of the sound guys, that's what they use as well.","Kipnis：想想音效人員，他們也會用到那個。"
"00:13:28,200 --> 00:13:31,185","Petty: Well, this happened but their workflow, all they do, is they take…","Petty：嗯，這是發生了，但他們的工作流程就是拿……"
"00:13:31,185 --> 00:13:35,520","Kipnis: Oh! [Power out] Schafer: Well, it is lunchtime.","Kipnis：喔！[停電] Schafer：好吧，也到午餐時間了。"
"00:13:36,620 --> 00:13:38,000","Offscreen Voice: It could have been worse.","畫外音：情況可能更糟。"
"00:13:39,433 --> 00:13:41,974","Offscreen Voice: Do you see yourself having a huge workload on this?","畫外音：你覺得自己在這上面會有很大的工作量嗎？"
"00:13:41,974 --> 00:13:48,827","Crook: Yes. Yeah, we started going through it and I figure, I mean it's a Tim Schafer game.","Crook：會。對，我們開始看過一遍，我想，畢竟這是 Tim Schafer 的遊戲。"
"00:13:48,827 --> 00:13:51,187","He likes characters, he likes dialogue.","他喜歡角色，也喜歡對白。"
"00:13:51,187 --> 00:13:52,390","And there'll be cut scenes.","而且會有過場動畫。"
"00:13:52,460 --> 00:13:53,429","Crook: I don't know.","Crook：我不知道。"
"00:13:53,429 --> 00:13:55,485","I'm not sure what Tim wants as far as fidelity on cut scenes.","我不確定 Tim 對過場動畫的精細度想要到什麼程度。"
"00:13:55,485 --> 00:13:56,765","Like I don't know.","我真的不知道。"
"00:13:56,765 --> 00:13:58,336","Petty: The question is how Full Throttle are we?","Petty：問題是我們要做到多《Full Throttle》？"
"00:13:58,340 --> 00:13:59,876","Crook: Right. Right.","Crook：對，對。"
"00:13:59,880 --> 00:14:04,800","For an animator this is horrible. But, Franzke: I mean, like what if you could just do all that stuff in Maya","對動畫師來說這很可怕。不過，Franzke：我是說，如果那些東西都能直接在 Maya 裡做呢？"
"00:14:04,800 --> 00:14:09,920","Crook: We'll see how much of it we can auto-gen as far as like lip-sync and that sort of thing.","Crook：我們會看看像對嘴之類的東西，有多少可以自動產生。"
"00:14:10,500 --> 00:14:14,620","I just, I just hope, you know, sometimes you do something, you think, oh, we'll just automate it.","我只是希望，因為有時候你做某件事，會想說，喔，我們把它自動化就好。"
